"Rolling_time_month" "q_id_month"
201301 1.3
201302 1.4
201303 1.2
201304 1.3
201305 1.2
201306 0.9
201307 1
201308 1
201309 1.4
201310 1.1
201311 1.2
201312 1.1
201401 1.2
201402 1
201403 1
201404 0.9
201405 0.9
201406 1
201407 0.8
201408 0.7
201409 0.6
201410 0.5
201411 0.6
201412 0.8
201501 0.6
201502 0.8
201503 0.9
201504 0.6
201505 0.6
201506 1
201507 0.9
201508 0.8
201509 0.6
201510 0.5
201511 0.7
201512 0.9
201601 0.6
201602 0.4
201603 0.7
201604 0.4
201605 0.5
201606 0.5
201607 0.5
201608 0.7
201609 0.5
201610 0.4
201611 0.4
201612 0.5
201701 0.6
201702 0.4
201703 0.4
201704 0.4
201705 0.4
201706 0.5
201707 0.4
201708 0.3
201709 0.3
201710 0.3
201711 0.3
201712 0.2
201801 0.3
201802 0.4
201803 0.4
201804 0.3
201805 0.3
201806 0.3
201807 0.2
201808 0.4
201809 0.4
201810 0.3
201811 0.3
201812 0.3
201901 0.3
201902 0.2
201903 0.4
201904 0.4
201905 0.3
201906 0.3
201907 0.3
201908 0.3
201909 0.3
201910 0.4
201911 0.2
201912 0.4
202001 0.3
202002 0.3
202003 0.3
202004 0.4
202005 0.3
202006 0.3
202007 0.3
202008 0.2
202009 0.3
202010 0.2
202011 0.3
202012 0.2
202101 0.2
202102 0.2
202103 0.3
202104 0.2
202105 0.3
202106 0.3
202107 0.3
202108 0.3
202109 0.2
202110 0.4
202111 0.3
202112 0.3
202201 0.2
202202 0.3
202203 0.2
202204 0.2
202205 0.2
202206 0.2
202207 0.3
202208 0.2
202209 0.2
202210 0.2
202211 0.2
202212 0.3
202301 0.3
202302 0.3
202303 0.3
202304 0.3
202305 0.2
202306 0.4
