"","listlambda","SRknown","SRunknown","SRmax"
"1",0.01,0.300105247280556,0.366091625346092,0.854074282320921
"2",0.2,0.378385567354011,0.408626918551892,0.854074282320921
"3",0.4,0.408737102838035,0.435198821351744,0.854074282320921
"4",0.666666666666667,0.4299006906041,0.453554560068824,0.854074282320921
"5",1.33333333333333,0.453644905342371,0.473079460140505,0.854074282320921
"6",2,0.46383922295224,0.480599306622026,0.854074282320921
"7",2.66666666666667,0.469219076938572,0.484074579365719,0.854074282320921
"8",3.33333333333333,0.472311412520147,0.485728854034955,0.854074282320921
"9",4,0.474130999564314,0.486417714803056,0.854074282320921
"10",4.66666666666667,0.475163709725823,0.486533572711722,0.854074282320921
"11",5.33333333333333,0.475670213104739,0.48627822954921,0.854074282320921
"12",6,0.47580222047851,0.485764349628813,0.854074282320921
"13",6.66666666666667,0.475653697460356,0.485058931359718,0.854074282320921
"14",7.33333333333333,0.475285826759698,0.48420391480828,0.854074282320921
"15",8,0.474740145538826,0.483226731887544,0.854074282320921
"16",8.66666666666667,0.474045891616126,0.482146045373143,0.854074282320921
"17",9.33333333333333,0.473224318839258,0.480975027932801,0.854074282320921
"18",10,0.472291337932322,0.479723313175093,0.854074282320921
"19",10.6666666666667,0.471259189385142,0.47839819666136,0.854074282320921
"20",11.3333333333333,0.470137534926486,0.477005396775328,0.854074282320921
"21",12,0.468934188034471,0.475549548684982,0.854074282320921
"22",12.6666666666667,0.46765561381143,0.474034531775182,0.854074282320921
"23",13.3333333333333,0.466307277724286,0.472463690561699,0.854074282320921
"24",14,0.464893893066704,0.470839985964767,0.854074282320921
"25",14.6666666666667,0.463419599186896,0.469166100164955,0.854074282320921
"26",15.3333333333333,0.461888091535686,0.467444509987988,0.854074282320921
"27",16,0.460302717646073,0.465677538629264,0.854074282320921
"28",16.6666666666667,0.458666548674367,0.463867392272957,0.854074282320921
"29",17.3333333333333,0.456982433183333,0.462016186056683,0.854074282320921
"30",18,0.455253037871967,0.460125962448516,0.854074282320921
"31",18.6666666666667,0.453480878610861,0.458198704178172,0.854074282320921
"32",19.3333333333333,0.451668344212128,0.456236343236323,0.854074282320921
"33",20,0.449817714710877,0.454240767024458,0.854074282320921
