"Rolling_time_month" "q_id_month"
201301 0.6
201302 0.8
201303 0.8
201304 0.7
201305 0.6
201306 0.7
201307 0.7
201308 0.8
201309 0.6
201310 0.3
201311 0.9
201312 1
201401 0.6
201402 0.8
201403 0.6
201404 0.7
201405 0.3
201406 0.8
201407 0.5
201408 1
201409 0.7
201410 0.5
201411 0.6
201412 0.6
201501 0.6
201502 0.6
201503 0.5
201504 0.5
201505 0.5
201506 0.5
201507 0.7
201508 0.8
201509 0.6
201510 0.5
201511 0.5
201512 0.5
201601 0.6
201602 0.7
201603 0.6
201604 0.5
201605 0.5
201606 0.7
201607 0.3
201608 0.8
201609 0.7
201610 0.7
201611 0.7
201612 0.5
201701 0.5
201702 0.6
201703 0.6
201704 0.6
201705 0.5
201706 0.6
201707 0.6
201708 0.4
201709 0.5
201710 0.4
201711 0.6
201712 0.5
201801 1
201802 1
201803 0.5
201804 0.7
201805 0.6
201806 0.8
201807 0.8
201808 0.8
201809 0.6
201810 0.8
201811 0.7
201812 0.9
201901 0.9
201902 0.9
201903 1.1
201904 0.6
201905 0.8
201906 0.7
201907 0.6
201908 0.8
201909 0.8
201910 1
201911 0.7
201912 1.3
202001 0.6
202002 0.7
202003 1
202004 1.4
202005 0.7
202006 0.7
202007 0.7
202008 0.7
202009 0.7
202010 0.8
202011 0.9
202012 0.9
202101 0.8
202102 1
202103 0.9
202104 0.8
202105 1
202106 0.7
202107 0.9
202108 0.9
202109 1.2
202110 1
202111 1
202112 1
202201 0.7
202202 0.9
202203 1.1
202204 0.9
202205 0.8
202206 1
202207 0.7
202208 1.1
202209 0.9
202210 0.9
202211 1
202212 0.9
202301 0.9
202302 0.9
202303 0.9
202304 0.8
202305 0.7
202306 0.9
