"","","Optimal","standard","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X2","X2.1","X2.2","X2.3","X2.4","X2.5","X2.6","X2.7","X2.8","X2.9","X3"
"1",0.4,0.648164716162421,0.975306321871841,0.720966822896993,0.684900626502584,0.668971117107248,0.660133605409843,0.65472694166822,0.651264793782616,0.649015426435286,0.647572291602703,0.646689884737985,0.646210641276057,0.646028636131968,0.646070019905578,0.646281778144898,0.646624931719158,0.647070246059516,0.647595426188239,0.648183227278013,0.648820148773257,0.64949551149647,0.650200792579209,0.650929137883617,0.651674999053398,0.652433859633772,0.653202025860806,0.653976465078495,0.654754679688299,0.655534607920427,0.65631454506967,0.657093080499368,0.657869046905049
"2",0.8,0.732421688110247,1.06816477459111,0.808496651000483,0.771243839699443,0.754527327299559,0.745105056973964,0.739239251519865,0.735403873745805,0.732843823640744,0.731137656475465,0.730029798273841,0.729355560281897,0.729003787288492,0.728896671026073,0.728978122476863,0.729206722110635,0.729551261876795,0.729987825079076,0.730497815580887,0.731066593125455,0.731682507067214,0.732336198716593,0.733020088873493,0.733727995583948,0.734454845098102,0.73519645059698,0.735949340904164,0.736710626545636,0.737477894046587,0.738249121807927,0.739022612638503,0.739796939260083
"3",1.2,0.86953842179685,1.21858759255615,0.947971086925778,0.90917336329793,0.891693147998146,0.881833532483974,0.875707815350176,0.871721799050947,0.86908385714853,0.867350968081294,0.866253905591565,0.865618879279718,0.865328407875065,0.865300132864999,0.865474596638521,0.865807823795813,0.866266625491174,0.866825521332977,0.867464660665626,0.868168382362379,0.868924194555739,0.869722037622457,0.870553742525826,0.871412626578122,0.872293187586327,0.873190869556861,0.874101881197671,0.875023053883493,0.87595172946819,0.876885670916718,0.877822990557819,0.878762092068053
"4",1.6,1.03876428907404,1.40824771494462,1.12015186498212,1.07908586356788,1.0606308986442,1.05029656585479,1.04395205291211,1.03989708331237,1.03728543153479,1.03564287290405,1.03468100145751,1.03421357825764,1.03411469068301,1.03429606947463,1.03469399335856,1.03526133649669,1.03596253384814,1.03677028074277,1.03766330422271,1.0386248192216,1.03964143514126,1.04070236619175,1.04179885119287,1.04292372068128,1.04407106944927,1.04523600574697,1.04641445703157,1.04760301797041,1.04879883039321,1.04999948766496,1.05120295791186,1.05240752193599
"5",2,1.22655875958013,1.62345117063069,1.31222707318742,1.26819058092189,1.24850918561206,1.23760213220072,1.23101169926598,1.22689853058156,1.22434595478682,1.22283999272701,1.2220680602328,1.22182837468079,1.22198459152046,1.22244119499318,1.22312928607196,1.22399795133324,1.22500879955924,1.22613238133387,1.22734577232678,1.22863090002337,1.22997335925739,1.23136155728669,1.23278608600813,1.23423925383344,1.23571473178172,1.23720728257944,1.23871255095416,1.24022689962951,1.24174727985807,1.24327112833967,1.24479628449934,1.2463209236202
"6",2.4,1.42595697632351,1.85533068509577,1.51665693371856,1.46909473836489,1.44797393636194,1.43639787773353,1.42951947266078,1.42533542589998,1.42284665454214,1.421492935149,1.42093368464007,1.4209491895678,1.4213911139291,1.42215564112836,1.42316796236091,1.42437285772201,1.42572873605797,1.42720373072881,1.42877306569582,1.43041723294328,1.4321207031341,1.43387099560085,1.43565799588591,1.43747344719501,1.43931056619263,1.44116374911066,1.44302834439707,1.44490047502911,1.44677689833665,1.44865489446522,1.45053217692474,1.45240682032754
"7",2.8,1.63198768058952,2.09836516592184,1.72906485985765,1.67756439614377,1.65484074902579,1.64251707839986,1.63531166623958,1.63103928825409,1.62860978214274,1.6274119671413,1.62707447638023,1.62735791758523,1.62810081506521,1.62919027018372,1.63054501803018,1.63210514173768,1.63382556627342,1.63567179849252,1.63761705479597,1.63964027473398,1.64172471664703,1.64385694535221,1.6460260897794,1.64822329015879,1.65044128065652,1.65267407033543,1.65491669651699,1.65716503215125,1.65941563395409,1.6616656216525,1.66391258120571,1.66615448667547
"8",3.2,1.84382371892531,2.34909492335046,1.94684128695689,1.89109920635922,1.86665029914977,1.85351814306234,1.84595362151883,1.84157656774081,1.8391994664665,1.83815676321721,1.83804428414301,1.83860168469326,1.83965351022729,1.84107720691462,1.84278465118541,1.84471094008849,1.84680730331002,1.84903646440195,1.85136951458934,1.85378375199971,1.85626115490152,1.85878728181453,1.86135046541623,1.86394121264507,1.86655175207292,1.86917568812908,1.87180773396291,1.87444350293658,1.87707934435036,1.87971221290236,1.88233956413427,1.88495927007935
"9",3.6,2.05867392242242,2.60529916115751,2.16836928949217,2.1081605881766,2.08189452768926,2.06790723308265,2.05995813158763,2.05546256628437,2.05313106430658,2.0522411872823,2.05235446560606,2.05318866362108,2.05455372764583,2.05631702411642,2.05838327178273,2.06068236615978,2.06316168355103,2.06578104646138,2.06850933220866,2.07132213000446,2.07420008634291,2.07712771364297,2.08009251759709,2.08308434810389,2.08609490981783,2.08911738845664,2.09214616226289,2.09517657692335,2.0982047683406,2.10122752188227,2.10424215971586,2.10724644996776
"10",4,2.27469576334856,2.86550984123341,2.39260703556457,2.3277622032663,2.29960917548092,2.28473079524875,2.27637704236926,2.27175163243284,2.26945969160086,2.26872001900738,2.26905873387074,2.27017100508375,2.27185171397504,2.27395782766802,2.27638668168534,2.27906280713055,2.28192960709799,2.28494391355168,2.28807232224186,2.29128866180891,2.29457220723507,2.29790639409602,2.30127787722583,2.30467583090937,2.30809142143443,2.31151740459299,2.31494781506077,2.31837772421712,2.32180304955278,2.32522040338662,2.32862697183471,2.33202041727765
"11",4.4,2.49307675170886,3.12872749726523,2.61885855854431,2.54924766088639,2.51915381545401,2.50335633760531,2.49458204479105,2.48981758549635,2.48756005981601,2.48696807131939,2.48753147643534,2.48892231029003,2.4909200326818,2.49337096655221,2.49616489111652,2.49922084786716,2.50247817440852,2.50589064309706,2.5094225157744,2.51304582044213,2.51673842965224,2.5204826781326,2.52426435114115,2.52807193271552,2.53189603932715,2.53572898789403,2.5395644625552,2.54339725498688,2.54722306013096,2.55103831413095,2.55484006473917,2.55862586693567
"12",4.8,2.7126420218961,3.39425264600942,2.84664373336319,2.77216546228389,2.74008860847672,2.72334991571916,2.71414239151123,2.70923139472308,2.70700396109665,2.70655738533836,2.70734459904861,2.70901408476065,2.7113296030833,2.71412664188124,2.71728728897407,2.72072499839769,2.72437497004265,2.72818786251474,2.73212556264041,2.73615826625014,2.74026241907655,2.74441923601353,2.74861361789221,2.75283334685082,2.75706848038851,2.76131088935693,2.76555390172154,2.76979202505789,2.77402072835409,2.778236268972,2.78243555433846,2.78661603059323
"13",5.2,2.93362597138928,3.66158332809739,3.07562182521493,2.99619592419955,2.96210250820564,2.94440490388374,2.93475390256815,2.92969024007319,2.92748927827319,2.92718612352331,2.92819625929997,2.93014428426987,2.93277804006924,2.93592202825361,2.93945053812551,2.94327135859447,2.94731549443934,2.95153044743075,2.95587569662227,2.96031958050412,2.96483709848622,2.96940833041385,2.9740172807619,2.97865102038281,2.98329904040361,2.98795275977408,2.99260514569105,2.99725041802392,3.00188381699531,3.00650141901306,3.01109998952327,3.01567686458952
"14",5.6,3.15608737279502,3.93035113992631,3.30554494006486,3.22110689581482,3.18496985956844,3.1662990030523,3.1561961630919,3.15097478043346,3.14879725263891,3.14863579230998,3.14986801488548,3.15209436919056,3.1550466013175,3.15853810492943,3.16243528462506,3.16664020164323,3.17107961938719,3.17569784802893,3.18045193238675,3.18530833325173,3.19024058791169,3.19522762881718,3.20025255438781,3.20530171654166,3.2103640339881,3.2154304689928,3.2204936242044,3.22554742880734,3.23058689192279,3.2356079071872,3.24060709666835,3.24558168529713
"15",6,3.37857360960345,4.20028021309289,3.5362287485181,3.44672601239306,3.40852325707594,3.38886738890643,3.37830581434383,3.37292250764763,3.37076585316432,3.37074459618847,3.37219814255604,3.37470257480003,3.377973399699,3.38181280396902,3.38607923724265,3.39066898206355,3.39550452268684,3.40052694927818,3.40569085077527,3.41096079359899,3.41630883996166,3.42171276478281,3.42715475245114,3.43262042964935,3.4380981376781,3.44357837816106,3.44905338606132,3.45451679739692,3.45996338823309,3.46538886790586,3.47078971392065,3.4761630391721
