"Rolling_time_month" "q_id_month"
201301 0.7
201302 1
201303 0.9
201304 0.8
201305 0.6
201306 0.8
201307 0.7
201308 0.8
201309 0.6
201310 0.3
201311 0.9
201312 1
201401 0.6
201402 1
201403 0.6
201404 0.7
201405 0.4
201406 0.9
201407 0.5
201408 1
201409 0.7
201410 0.5
201411 0.5
201412 0.6
201501 0.6
201502 0.6
201503 0.6
201504 0.6
201505 0.6
201506 0.4
201507 0.6
201508 0.9
201509 0.7
201510 0.4
201511 0.6
201512 0.5
201601 0.6
201602 0.5
201603 0.6
201604 0.5
201605 0.4
201606 0.7
201607 0.3
201608 0.8
201609 0.6
201610 0.6
201611 0.7
201612 0.5
201701 0.5
201702 0.6
201703 0.6
201704 0.5
201705 0.6
201706 0.5
201707 0.6
201708 0.5
201709 0.5
201710 0.3
201711 0.6
201712 0.5
201801 0.8
201802 1
201803 0.4
201804 0.6
201805 0.6
201806 0.8
201807 0.7
201808 0.8
201809 0.5
201810 0.7
201811 0.9
201812 0.8
201901 0.9
201902 0.9
201903 1
201904 0.6
201905 0.8
201906 0.6
201907 0.5
201908 0.7
201909 0.7
201910 0.7
201911 0.7
201912 1.2
202001 0.6
202002 0.6
202003 0.7
202004 1.3
202005 0.4
202006 0.7
202007 0.8
202008 0.5
202009 0.8
202010 0.7
202011 0.8
202012 0.8
202101 0.8
202102 0.8
202103 0.8
202104 0.7
202105 1.1
202106 0.7
202107 1
202108 1
202109 1.1
202110 0.9
202111 1
202112 1
202201 0.6
202202 0.7
202203 0.9
202204 0.8
202205 0.7
202206 0.9
202207 0.6
202208 1.1
202209 0.8
202210 0.8
202211 1.1
202212 0.8
202301 0.8
202302 0.8
202303 1.1
202304 0.7
202305 0.6
202306 0.9
