"Rolling_time_month" "q_id_month"
201301 1.3
201302 1.5
201303 1.6
201304 1.3
201305 1.3
201306 1.2
201307 1.1
201308 1.1
201309 1.2
201310 1.2
201311 1
201312 1
201401 1.2
201402 0.8
201403 0.8
201404 0.7
201405 0.7
201406 0.8
201407 1
201408 1
201409 0.8
201410 0.8
201411 0.9
201412 0.8
201501 0.9
201502 0.7
201503 0.7
201504 0.8
201505 0.6
201506 0.5
201507 0.4
201508 0.4
201509 0.8
201510 0.8
201511 0.7
201512 0.8
201601 0.9
201602 0.9
201603 0.9
201604 1.2
201605 1.3
201606 1.2
201607 1.2
201608 1.3
201609 1.2
201610 1.1
201611 0.7
201612 0.7
201701 0.7
201702 0.7
201703 1
201704 0.8
201705 1
201706 0.7
201707 0.9
201708 1.1
201709 0.9
201710 0.9
201711 0.7
201712 0.7
201801 1
201802 1.3
201803 0.8
201804 0.8
201805 0.9
201806 1.1
201807 1.3
201808 1.2
201809 1.1
201810 1.1
201811 0.9
201812 1.3
201901 1.5
201902 1.8
201903 2.2
201904 2.2
201905 2
201906 1.9
201907 2
201908 1.5
201909 1.7
201910 1.6
201911 1.9
201912 2.2
202001 2.2
202002 1.9
202003 1.6
202004 1.5
202005 1.6
202006 1.8
202007 1.5
202008 1.4
202009 1.6
202010 1.6
202011 2
202012 1.7
202101 2.3
202102 2.4
202103 2.3
202104 2.6
202105 2.4
202106 2.1
202107 1.4
202108 1.3
202109 1.5
202110 1.8
202111 1.7
202112 1.3
202201 1.1
202202 1
202203 1.6
202204 1.6
202205 1.4
202206 1.7
202207 1.2
202208 1.3
202209 1.3
202210 1.3
202211 1.5
202212 1.7
202301 1.4
202302 1.3
202303 0.9
202304 1
202305 1.1
202306 1.1
