"Rolling_time_month" "q_diag_month"
201301 1.62606443891278
201302 1.92062077416778
201303 1.89847682008422
201304 1.68586853673936
201305 1.51665704917503
201306 1.38671645079216
201307 1.29748202753452
201308 1.27294848782572
201309 1.36529660066332
201310 1.14604488896466
201311 1.0021319425515
201312 1.05392521567704
201401 1.22278358686807
201402 0.737913975139155
201403 0.727672064498573
201404 0.668967683017295
201405 0.76423901761151
201406 0.910165284679054
201407 0.993130793660434
201408 1.02545232796669
201409 0.982126759342778
201410 0.849717700813385
201411 0.931203152087374
201412 1.01105314057513
201501 0.985977301123258
201502 0.686867975234213
201503 0.797032205107589
201504 0.876218967826815
201505 0.648231824827598
201506 0.590676864322217
201507 0.479117478697703
201508 0.478428598241647
201509 0.849167788129553
201510 0.834173258166133
201511 0.649143820670868
201512 0.736528110375081
201601 0.816970952194481
201602 0.721003720936116
201603 0.750936018478784
201604 1.06724296553409
201605 1.23442174491752
201606 1.14160485009435
201607 1.13152011517931
201608 1.31713721728541
201609 1.30550708358393
201610 1.13759563298891
201611 0.768704877716709
201612 0.590982359999253
201701 0.549309595832006
201702 0.617249388551579
201703 0.796245314365148
201704 0.650480901963369
201705 0.780916274158294
201706 0.638294338611058
201707 0.613314486368727
201708 0.843458826843544
201709 0.806680997164341
201710 0.752193728898757
201711 0.577396670525365
201712 0.488130925267206
201801 0.617352537339571
201802 0.876764287362944
201803 0.466755483490106
201804 0.529313419113783
201805 0.724929118353597
201806 0.909919642758633
201807 0.925837396332888
201808 0.831691705032923
201809 0.730632235914626
201810 0.759472967003131
201811 0.643615423481665
201812 0.836833285578129
201901 0.97997180472575
201902 1.19966221924579
201903 1.54040813538652
201904 1.34544171043567
201905 1.21552398995639
201906 1.21655640945807
201907 1.30326773975276
201908 1.0757206899986
201909 1.2264527677113
201910 1.12981265585546
201911 1.44709000317328
201912 1.45788129640771
202001 1.50078021559594
202002 1.30281772904975
202003 1.13940042583554
202004 0.872282071593089
202005 1.08163623798477
202006 1.1863931454714
202007 0.950130644293511
202008 0.9983150438531
202009 1.16832714934405
202010 0.910055476541935
202011 1.30349590311758
202012 0.959370273535715
202101 1.43813385159928
202102 1.30204945028964
202103 1.29990993444001
202104 1.46981618358566
202105 1.45913336256776
202106 1.20330919463856
202107 0.848355066399659
202108 0.795746353398621
202109 1.0376534453758
202110 1.23729002314288
202111 1.21949978768312
202112 0.784566341975698
202201 0.644265876587833
202202 0.539691428173275
202203 0.851589456808912
202204 0.988612219983724
202205 0.855014962276768
202206 1.0645911117511
202207 0.716106761648363
202208 0.876414494462385
202209 1.02366613043856
202210 0.948179140662598
202211 1.22874714415077
202212 1.3703846004696
202301 1.23291431276022
202302 1.14261058619747
202303 0.766267772469342
202304 0.892720735813676
202305 0.913644723429881
202306 0.840121750967652
