"","listlambda","SRknown","SRunknown","SRmax"
"1",0.01,0.595728693274503,0.651946768578596,1.02274945024555
"2",0.05,0.633838936573838,0.686287530552525,1.02274945024555
"3",0.1,0.667194999604244,0.715328683458881,1.02274945024555
"4",0.2,0.710291021836915,0.751489544021722,1.02274945024555
"5",0.4,0.756786735144581,0.78864097516605,1.02274945024555
"6",0.6,0.782062288071643,0.807753309087914,1.02274945024555
"7",0.8,0.798024865267548,0.819244235240702,1.02274945024555
"8",1,0.808979983007532,0.826770382596748,1.02274945024555
"9",1.2,0.816916393488698,0.831978901975822,1.02274945024555
"10",1.4,0.822892102827884,0.835725014755323,1.02274945024555
"11",1.6,0.827524905797501,0.838496506297761,1.02274945024555
"12",1.8,0.831200382625123,0.840591051409763,1.02274945024555
"13",2,0.834171594325563,0.842199882322744,1.02274945024555
"14",2.2,0.836611324745481,0.843450931232504,1.02274945024555
"15",2.4,0.838641385210027,0.844432645049291,1.02274945024555
"16",2.6,0.840349962698376,0.84520786364303,1.02274945024555
"17",2.8,0.84180235000729,0.845822273986318,1.02274945024555
"18",3,0.843047828858556,0.846309754143356,1.02274945024555
"19",3.2,0.84412422350132,0.846695858963994,1.02274945024555
"20",3.4,0.845060994038711,0.847000155884345,1.02274945024555
"21",3.6,0.845881386701255,0.847237827371603,1.02274945024555
"22",3.8,0.846603959105232,0.84742079318659,1.02274945024555
"23",4,0.847243681733491,0.847558510863325,1.02274945024555
"24",4.2,0.847812746218654,0.847658556071336,1.02274945024555
"25",4.4,0.848321167076204,0.847727049610747,1.02274945024555
"26",4.6,0.848777235544663,0.847768975765244,1.02274945024555
"27",4.8,0.849187865963262,0.847788422534171,1.02274945024555
"28",5,0.849558863012709,0.847788764920138,1.02274945024555
"29",5.2,0.849895129960807,0.847772806188428,1.02274945024555
"30",5.4,0.850200832431236,0.847742887751027,1.02274945024555
"31",5.6,0.850479528291786,0.847700975380277,1.02274945024555
"32",5.8,0.850734271485308,0.847648727390607,1.02274945024555
"33",6,0.850967695641092,0.847587548959327,1.02274945024555
