"Rolling_time_month" "q_id_month"
201301 0.6
201302 1.5
201303 1.4
201304 0.7
201305 1.3
201306 1.4
201307 0.6
201308 0.4
201309 0.6
201310 1.5
201311 2.4
201312 2
201401 0.4
201402 1.3
201403 0.6
201404 0.3
201405 0.5
201406 1.2
201407 1.5
201408 1.1
201409 0.8
201410 1.2
201411 2.4
201412 0.9
201501 0.5
201502 0.8
201503 1
201504 0.8
201505 0.8
201506 0.7
201507 0.9
201508 0.8
201509 1.4
201510 0.4
201511 0.8
201512 0.6
201601 0.8
201602 0.2
201603 1
201604 1
201605 1.1
201606 0.9
201607 0.7
201608 1
201609 0.7
201610 0.8
201611 1.3
201612 0.4
201701 0.7
201702 0.9
201703 0.1
201704 0.7
201705 1.2
201706 0.3
201707 1.1
201708 0.8
201709 0.5
201710 0.9
201711 0.9
201712 0.9
201801 0.9
201802 0.4
201803 0.5
201804 1.3
201805 0.8
201806 1.6
201807 0.5
201808 0.9
201809 1.2
201810 1.3
201811 1.5
201812 1.3
201901 1.1
201902 1
201903 1.4
201904 1.2
201905 1
201906 0.5
201907 0.5
201908 0.7
201909 0.4
201910 1
201911 1.5
201912 1.2
202001 1.2
202002 1.2
202003 1.4
202004 1.1
202005 1
202006 0.8
202007 1.4
202008 1.1
202009 0.2
202010 1.2
202011 0.8
202012 1.1
202101 0.7
202102 1.8
202103 1.4
202104 1.2
202105 1.9
202106 1
202107 1.2
202108 1.5
202109 1.8
202110 1.1
202111 0.8
202112 1.3
202201 0.6
202202 0.5
202203 0.7
202204 1.2
202205 1.3
202206 1.9
202207 0.8
202208 1.1
202209 0.7
202210 0.8
202211 2.4
202212 2.6
202301 0.3
202302 2.2
202303 1.4
202304 1
202305 0.6
202306 1.2
