"Rolling_time_month" "q_id_month"
201301 0.7
201302 1.6
201303 1.8
201304 0.8
201305 1.1
201306 1.6
201307 0.7
201308 0.5
201309 0.5
201310 1.1
201311 2
201312 1.5
201401 0.6
201402 0.9
201403 0.7
201404 0.5
201405 0.4
201406 0.9
201407 0.9
201408 1
201409 0.8
201410 0.9
201411 1.7
201412 1
201501 0.6
201502 0.8
201503 0.7
201504 0.7
201505 0.6
201506 0.8
201507 0.6
201508 0.7
201509 1.2
201510 0.5
201511 0.4
201512 0.6
201601 0.7
201602 0.4
201603 0.9
201604 1
201605 1.2
201606 1
201607 0.7
201608 1
201609 0.6
201610 0.6
201611 1.2
201612 0.3
201701 0.8
201702 0.9
201703 0.5
201704 0.7
201705 1
201706 0.3
201707 0.9
201708 0.9
201709 0.6
201710 1
201711 0.9
201712 1
201801 0.9
201802 0.5
201803 0.5
201804 1
201805 0.9
201806 1
201807 0.7
201808 1.1
201809 1.2
201810 1.2
201811 1.1
201812 1.3
201901 1
201902 1.2
201903 1.5
201904 1.4
201905 1.1
201906 0.7
201907 0.8
201908 0.8
201909 0.5
201910 1.2
201911 1.7
201912 1.4
202001 1.4
202002 1.4
202003 1.9
202004 1.1
202005 1
202006 0.8
202007 1.2
202008 1
202009 0.6
202010 0.9
202011 0.7
202012 0.9
202101 0.9
202102 1.9
202103 1.6
202104 1.7
202105 2
202106 1
202107 1.2
202108 1.9
202109 2.4
202110 1.4
202111 1
202112 1.4
202201 0.7
202202 0.9
202203 1
202204 1.4
202205 1.4
202206 1.9
202207 0.8
202208 1.1
202209 0.8
202210 0.8
202211 1.3
202212 2.7
202301 0.7
202302 1.4
202303 1
202304 0.7
202305 0.8
202306 1.2
