"Rolling_time_month" "q_id_month"
201301 0.8
201302 1.4
201303 1.7
201304 1
201305 1
201306 1.5
201307 0.9
201308 0.8
201309 0.7
201310 0.9
201311 1.3
201312 1.1
201401 0.8
201402 0.7
201403 0.6
201404 0.6
201405 0.4
201406 0.6
201407 0.6
201408 0.8
201409 0.7
201410 0.7
201411 0.9
201412 0.9
201501 0.6
201502 0.8
201503 0.5
201504 0.7
201505 0.5
201506 0.6
201507 0.4
201508 0.5
201509 0.9
201510 0.6
201511 0.4
201512 0.6
201601 0.7
201602 0.6
201603 0.8
201604 1
201605 1.1
201606 1
201607 0.9
201608 1
201609 0.7
201610 0.6
201611 0.9
201612 0.5
201701 0.8
201702 0.9
201703 0.9
201704 0.8
201705 0.9
201706 0.6
201707 0.9
201708 1
201709 0.7
201710 1.1
201711 0.9
201712 1
201801 0.8
201802 0.8
201803 0.5
201804 0.6
201805 0.8
201806 0.7
201807 0.9
201808 1.1
201809 1.1
201810 1.1
201811 0.8
201812 1.1
201901 1
201902 1.4
201903 1.7
201904 1.7
201905 1.4
201906 1.2
201907 1.2
201908 1
201909 0.8
201910 1.2
201911 1.9
201912 1.6
202001 1.7
202002 1.6
202003 1.7
202004 1.1
202005 0.9
202006 0.8
202007 1
202008 0.9
202009 0.8
202010 0.9
202011 0.9
202012 0.7
202101 1.3
202102 1.9
202103 1.8
202104 2.3
202105 2.2
202106 1.5
202107 1.5
202108 1.9
202109 2.3
202110 1.6
202111 1.2
202112 1.4
202201 1
202202 1.1
202203 1.3
202204 1.4
202205 1.3
202206 1.6
202207 0.9
202208 1.1
202209 0.9
202210 0.9
202211 1
202212 2
202301 0.9
202302 1.1
202303 0.8
202304 0.7
202305 0.9
202306 1
