"","","Optimal","standard","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X2","X2.1","X2.2","X2.3","X2.4","X2.5","X2.6","X2.7","X2.8","X2.9","X3"
"1",0.4,0.659366473910864,0.953661530837921,0.7585916113013,0.713854479025823,0.692838382182601,0.680526529290043,0.672534850701225,0.667043007654239,0.663140144576642,0.660313580642995,0.658250247669679,0.656747161020531,0.655666517646439,0.65491129677797,0.654411143440795,0.654113778206738,0.653979547897119,0.653977846191908,0.654084691758384,0.654281047206309,0.654551626046,0.654884029301756,0.655268109807509,0.655695496881814,0.656159235979644,0.656653512086215,0.657173434982076,0.657714870818505,0.658274308769241,0.658848754539828,0.6594356446479,0.660032776915736
"2",0.8,0.745360065481551,1.06957587284646,0.851955477550627,0.805344010352355,0.78296848064282,0.769577492787255,0.760686819580614,0.754422203466206,0.749840228934579,0.746407015015717,0.743794905611596,0.741790437954241,0.740248018944605,0.739064670016421,0.738165370808186,0.737494114886893,0.73700822048841,0.736674583783374,0.736467137375222,0.736365081848126,0.736351627615973,0.736413082194373,0.736538176523035,0.736717560008094,0.736943416758158,0.737209170263393,0.73750925354752,0.737838928422698,0.738194142010076,0.738571411851699,0.738967733179259,0.739380503512544
"3",1.2,0.881985844412228,1.24326888500555,0.997763359810307,0.948198965825985,0.924062520229748,0.909432374249512,0.899598066054172,0.892579882658257,0.887376458084764,0.883418646691041,0.880355767983659,0.877958524030123,0.87606998354086,0.874578783718919,0.873403538149379,0.872483298578746,0.871771474240407,0.87123181887915,0.870835703178838,0.870560213180458,0.87038679489945,0.870300269281428,0.870288103860934,0.870339865879532,0.870446805944339,0.870601537090527,0.87079778457162,0.87103018876913,0.871294148472735,0.87158569517721,0.871901391449111,0.872238248145398
"4",1.6,1.05000325245181,1.45418198082054,1.17667837240727,1.12298491912152,1.09662241572252,1.08054131566207,1.06967277907869,1.0618777385324,1.05607039521631,1.05163170575627,1.04817920146424,1.04546218570494,1.04330869923155,1.04159646410774,1.04023594536715,1.03915997096599,1.03831710366493,1.03766726016339,1.03717872928663,1.03682609041063,1.03658872793765,1.0364497503919,1.03639519029599,1.03641340273843,1.03649460702308,1.03663053298994,1.03681414500671,1.03703942434678,1.03730119597932,1.03759498951058,1.03791692664905,1.03826362946169
"5",2,1.23675745114648,1.68842402450801,1.37584481154733,1.31704993236898,1.28806334696526,1.270337117447,1.25833777621282,1.24972369549279,1.24330345161447,1.23839640251251,1.23458128209287,1.23158153985262,1.22920722705499,1.22732311222349,1.22583006954737,1.22465365976278,1.22373683055589,1.22303508704983,1.22251320160341,1.22214291501255,1.22190129468337,1.22176953913385,1.22173209244755,1.22177597821133,1.22189029161004,1.22206580729037,1.22229467317898,1.22257016894855,1.22288651368388,1.22323871139871,1.22362242596367,1.22403387909817
"6",2.4,1.43461815776359,1.93755229090754,1.58765946672831,1.52304217477054,1.49113075573006,1.47160722160011,1.45839603492169,1.44892159807998,1.44187147755806,1.43649494288481,1.43232684445894,1.42906154262772,1.4264889454592,1.42445938243245,1.42286308286134,1.42161757503058,1.4206596254511,1.41993990233651,1.41941933788467,1.41906658534769,1.41885620198799,1.41876732543255,1.41878269282674,1.41888790283601,1.41907085270875,1.41932130352793,1.41963054066963,1.41999110589023,1.42039658394131,1.42084143114505,1.4213208365815,1.42183060885577
"7",2.8,1.64004593452265,2.19650741263007,1.80768163750754,1.73672276253416,1.70166740502701,1.68023325849683,1.66574756826933,1.65537843966574,1.64768150279395,1.64182991143572,1.6373110212092,1.63378780497172,1.63102849616781,1.62886792750285,1.62718493156845,1.62588845713796,1.62490868375634,1.62419113687162,1.62369267488758,1.62337868304384,1.6232210677539,1.62319679520584,1.62328680821163,1.62347521108769,1.62374864779557,1.62409582162717,1.62450712003572,1.62497431858566,1.62549034514108,1.62604909041493,1.62664525455404,1.62727422199215
"8",3.2,1.85006656161588,2.46219079028192,2.03324860908141,1.9555730586395,1.91721419401618,1.89378572094189,1.87797813049137,1.86668724173568,1.85832892765464,1.85199591284918,1.84712547341546,1.84334754901947,1.8404076011652,1.83812420715814,1.83636426295758,1.83502774437505,1.83403795160807,1.83333504649033,1.83287164451375,1.83260973189812,1.83251846173233,1.83257254795269,1.83275107487731,1.83303660125482,1.83341447669697,1.83387231368056,1.83439957512426,1.83498724893923,1.83562758880281,1.83631390590148,1.83704040029295,1.83780202334829
"9",3.6,2.06396526773762,2.73264064634045,2.26270271877255,2.1780352539495,2.13625510084854,2.11076987763211,2.09360447241147,2.08137075919413,2.07233915272613,2.06551880415279,2.06029502558716,2.05626352324376,2.05314618594559,2.0507447816049,2.04891387491095,2.04754418080565,2.04655190590482,2.04587168635755,2.04545177041598,2.0452506487739,2.04523464553312,2.04537616255419,2.04565237802389,2.04604426696617,2.04653585393461,2.04711363578577,2.04776613081425,2.04848352298164,2.04925737855294,2.05008041846218,2.05094633399724,2.05184963646655
"10",4,2.28008208096807,3.00657097980195,2.49497173615444,2.40310646730746,2.35781651699707,2.33022727676637,2.31167654443426,2.2984835685336,2.28876906138214,2.28145625980012,2.27587710870555,2.27159218684045,2.2682992136445,2.26578273456757,2.26388468856699,2.26248631470537,2.26149656586488,2.26084443121189,2.26047369858389,2.2603392907146,2.2604046458317,2.26063980865412,2.2610200152733,2.26152462811091,2.26213632335706,2.26284046336339,2.26362460645054,2.26447812012748,2.26539187305106,2.26635798758801,2.26736963948269,2.26842089447586
"11",4.4,2.49722180566449,3.28311071263445,2.72933710236349,2.6301169869382,2.58124948067897,2.55151982395673,2.53156239033576,2.51739720569294,2.50699205435786,2.49918247961751,2.49324599246692,2.48870736434627,2.48523969139773,2.48260998223541,2.48064732584947,2.47922332157881,2.47823954643345,2.47761925000524,2.47730168851867,2.47723816133252,2.47738917722177,2.4777223891894,2.47821106359385,2.47883292802096,2.47956929231603,2.48040436972037,2.48132474667693,2.48231896451603,2.48337718632719,2.48449092939235,2.48565284857759,2.48685655969606
"12",4.8,2.71731053138614,3.56165208667488,2.96530179845593,2.85860483151216,2.80610696819371,2.77420839669509,2.75282741143108,2.73767970487113,2.72657763446076,2.71826767141258,2.71197206614054,2.70717925581833,2.70353736132833,2.70079561058793,2.6987700685962,2.69732256774094,2.69634721425612,2.6957614461602,2.69549993265475,2.69551030655641,2.69575011320466,2.69618458689328,2.69678500264153,2.69752743579217,2.69839181574426,2.69936119515337,2.70042117921239,2.70155947539692,2.70276553493037,2.70403026483595,2.70534579485116,2.70670528737318
"13",5.2,2.93818706419633,3.84175974806967,3.20251232268881,3.08824211267614,3.03207206941781,2.99798192291651,2.97516391295991,2.95902537003605,2.94722125479657,2.93840787952254,2.93175158218642,2.92670405006379,2.92288815109622,2.92003514004418,2.91794792051672,2.91647845745208,2.91551331130194,2.91496405157309,2.91476071659448,2.91484723845305,2.91517817211569,2.91571631174968,2.91643092387362,2.9172964177443,2.91829133108542,2.91939754681517,2.92059968138923,2.92188460228479,2.92324104380685,2.9246592985597,2.92613096772491,2.92764875746161
"14",5.6,3.15938298100801,4.12311448756081,3.44071101394479,3.31879023987143,3.25891439487146,3.22261439790211,3.19834844751479,3.18121228675354,3.16870190213006,3.15938257661321,3.15236421362291,3.14706141756584,3.14307158093167,3.14010783105619,3.13795979998718,3.1364695045979,3.13551589936376,3.13500463956205,3.13486109742032,3.13502547681174,3.1354493206598,3.13609296576125,3.13692365630425,3.13791412429303,3.13904150670785,3.14028650932995,3.14163275381567,3.14306626266168,3.14457504915035,3.14614878808069,3.14777854928225,3.14945658036763
"15",6,3.3811695734663,4.40547737861083,3.67970597595078,3.55007176153149,3.48646272227536,3.44793794471261,3.42221510214516,3.40407573139721,3.39085556405097,3.38102814693219,3.37364652483924,3.36808794881432,3.36392415509371,3.36085001820575,3.35864180906716,3.35713153092284,3.35619048329785,3.35571837002751,3.355635868549,3.35587943212741,3.35639757397446,3.3571481594477,3.35809639911319,3.35921333859781,3.36047470672148,3.36186002607003,3.36335191853136,3.36493555753245,3.36659823195958,3.36832899601842,3.3701183858801,3.37195818870242
