"","","Optimal","standard","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X2","X2.1","X2.2","X2.3","X2.4","X2.5","X2.6","X2.7","X2.8","X2.9","X3"
"1",0.4,0.643147696789232,0.714494360553795,0.669340824541024,0.654974751604545,0.648296446213111,0.644868941900986,0.643129168555801,0.642370594308001,0.642224409058395,0.642478914897625,0.643004110075561,0.643716040327442,0.644558345717271,0.64549201861356,0.646489395403064,0.647530469265919,0.64860054101646,0.649688674401198,0.650786652584869,0.651888256592231,0.652988756144212,0.654084543915819,0.655172868656403,0.656251637716306,0.657319269104803,0.658374579419727,0.659416698103519,0.660445001254362,0.661459060122384,0.662458600744298,0.663443472103646,0.664413620871361
"2",0.8,0.727189490767059,0.797585591851303,0.753140449585786,0.73894596611285,0.732341396419982,0.728947843601982,0.727222661444854,0.726469048365762,0.726323490324695,0.726577373273734,0.727102553864413,0.727816211073757,0.728662669569034,0.729603320055524,0.730610710702734,0.731664923292175,0.732751265430824,0.733858753435445,0.734979087517881,0.736105943060954,0.737234470341118,0.738360934971762,0.739482455335073,0.740596808105629,0.74170228237442,0.742797568980773,0.743881675695058,0.744953861614584,0.746013585998762,0.747060468066299,0.748094255192098,0.749114797595504
"3",1.2,0.862636484979795,0.929505932915183,0.88602046697626,0.872489065956695,0.866431745048652,0.863514277992413,0.862216877935224,0.861856367917915,0.86207800931639,0.862679139194716,0.863535806819305,0.864568234178784,0.86572300837325,0.866963236087525,0.868262789150269,0.869602785309247,0.870969353327028,0.872352167769101,0.87374346186646,0.875137346601823,0.876529331263076,0.877915979693648,0.87929465985909,0.880663358783469,0.882020544043506,0.88336505892034,0.884696042213442,0.886012866347909,0.887315089203152,0.888602416338969,0.88987467117402,0.891131771298962
"4",1.6,1.02855998695099,1.09271116963742,1.04950099223055,1.03661951234676,1.03122666079073,1.02894693791412,1.02825607864946,1.0284733066508,1.02924741254899,1.03037906113874,1.03174715073162,1.03327427332854,1.03490897408606,1.03661598018154,1.03837051174278,1.04015481605005,1.04195597514488,1.04376447415021,1.04557324056229,1.04737698423525,1.04917173454435,1.05095450991792,1.05272307809245,1.05447577970664,1.05621139685321,1.05792905401963,1.05962814267906,1.06130826336204,1.0629691807934,1.06461078889336,1.06623308329553,1.06783613964176
"5",2,1.2131849722343,1.2752458739813,1.23145472152999,1.2190445727399,1.21428880098723,1.2126787030909,1.21265438413775,1.21352383946553,1.21493252441158,1.2166806551629,1.21864777683603,1.22075751655133,1.22295954891181,1.22521970175034,1.2275142184494,1.22982627691055,1.23214379684603,1.23445801413157,1.23676252844483,1.23905265201888,1.24132495514514,1.24357694327229,1.2458068239593,1.24801333631845,1.25019562463754,1.25235314370043,1.25448558715631,1.2565928328516,1.25867490078324,1.26073192053724,1.26276410592077,1.26477173509543
"6",2.4,1.40889267281224,1.46992662942488,1.42482190583864,1.41269463829225,1.40851360222763,1.40756186931833,1.40821810131217,1.40976760435699,1.41184662837356,1.41425164601111,1.41686087972419,1.41959776078749,1.42241229892003,1.42527089856481,1.42815047580373,1.4310349032432,1.43391277989038,1.43677598743793,1.43961873018878,1.4424368816434,1.44522753075851,1.44798866126996,1.45071892152894,1.45341745703914,1.45608378714121,1.45871771323782,1.46131924985078,1.46388857240379,1.46642597738956,1.46893185179693,1.47140664952319,1.47385087309819
"7",2.8,1.61045383752601,1.67251740517358,1.62553453646188,1.61353321179865,1.60986591127875,1.60955091194062,1.61088586180516,1.6131246419676,1.61588979381916,1.6189714989541,1.62224511975196,1.62563291937986,1.62908460620589,1.63256673388359,1.6360565988944,1.63953856621732,1.64300177322503,1.64643864925839,1.64984393535122,1.65321402010026,1.65654648071086,1.65983976030837,1.66309293760872,1.66630556032804,1.66947752329302,1.67260897835421,1.67570026722027,1.6787518710047,1.68176437208673,1.68473842513141,1.68767473498047,1.6905740397371
"8",3.2,1.8171616997015,1.88046339056491,1.83117883583132,1.81918100360558,1.81597641672857,1.81627663185985,1.81828374355324,1.8212137012545,1.82467197326821,1.82844053914512,1.83239074222343,1.83644294020599,1.84054605387878,1.84466645668533,1.84878159776593,1.85287617471343,1.85693975011819,1.86096522045264,1.86494780620795,1.86888437059862,1.87277295087944,1.87661243042911,1.88040230593065,1.88414251995192,1.887833339222,1.89147526529121,1.89506896843251,1.89861523841354,1.90211494763954,1.90556902345038,1.90897842724659,1.91234413874659
"9",3.6,2.02752805460598,2.09216839041012,2.04026411575959,2.02817564228694,2.02539301102556,2.02628981438804,2.0289617437946,2.03258195496184,2.03673632432735,2.04119719540664,2.04583102023946,2.05055569410239,2.05531898131024,2.06008682385131,2.06483664871933,2.06955336254478,2.07422686478076,2.07885045541181,2.08341978844981,2.08793216862052,2.09238606954664,2.09678079817319,2.10111625769686,2.10539277802458,2.10961099325635,2.11377175237198,2.11787605365509,2.12192499627516,2.1259197443938,2.12986150049285,2.13375148554502,2.13759092429505
"10",4,2.23999713758485,2.30659760303739,2.25183208277383,2.23958035395857,2.23718746672868,2.23866544250958,2.24199536504869,2.24630391633039,2.25115547223662,2.25631165189245,2.26163335271719,2.26703558298528,2.27246466851153,2.27788592706935,2.28327662882873,2.28862179376874,2.29391158937048,2.29913966919507,2.30430208438226,2.30939655462933,2.31442197064773,2.31937804907712,2.32426508981875,2.32908380338319,2.33383518684384,2.3385204339973,2.34314086989058,2.34769790289244,2.35219298951619,2.35662760858783,2.36100324231235,2.36532136246291
"11",4.4,2.45450899219817,2.52305654886577,2.46524362480797,2.45277204433939,2.45074337347762,2.45278993356989,2.45677189609116,2.46176663969015,2.46731557083192,2.4731687457548,2.47918099549677,2.48526411319791,2.49136276775302,2.49744150306359,2.50347732760276,2.5094552999205,2.51536580150463,2.52120280010076,2.52696271508553,2.5326436598914,2.5382449267354,2.54376663058939,2.54920945987686,2.55457449994367,2.55986310691123,2.56507681688094,2.57021728023793,2.57528621396162,2.58028536697222,2.58521649498912,2.59008134237603,2.59488162914669
"12",4.8,2.67005069190312,2.7410644124393,2.68005836951298,2.66732226304454,2.66563741217384,2.66824228586878,2.67287121937303,2.67855007699069,2.68479614728956,2.69134726746181,2.69805180126379,2.70481806931625,2.71158891199835,2.71832798154629,2.7250119420089,2.73162583136454,2.73816020224724,2.7446093052153,2.75096990476743,2.75724049098427,2.76342074496013,2.76951117070606,2.77551283839304,2.78142720334355,2.78725597733549,2.793001036512,2.79866435520442,2.80424795828452,2.80975388688207,2.8151841738149,2.82054082612017,2.82582581280362
