"Rolling_time_month" "q_id_month"
201301 1.2
201302 1.5
201303 1.6
201304 1.3
201305 1
201306 1.3
201307 1.1
201308 0.9
201309 1
201310 1
201311 1.2
201312 1.3
201401 1
201402 0.8
201403 0.9
201404 0.7
201405 0.7
201406 0.9
201407 0.8
201408 1.1
201409 0.8
201410 0.9
201411 0.9
201412 0.9
201501 0.9
201502 0.7
201503 0.6
201504 0.7
201505 0.5
201506 0.6
201507 0.5
201508 0.6
201509 0.8
201510 0.8
201511 0.6
201512 0.8
201601 0.9
201602 0.9
201603 0.9
201604 1.3
201605 1.3
201606 1.2
201607 1
201608 1.4
201609 1.1
201610 1
201611 0.8
201612 0.6
201701 0.7
201702 0.7
201703 1
201704 0.8
201705 0.9
201706 0.6
201707 1
201708 1.1
201709 0.8
201710 0.8
201711 0.6
201712 1
201801 1
201802 1.2
201803 0.7
201804 0.8
201805 1
201806 1
201807 1.3
201808 1.2
201809 1
201810 1.1
201811 0.9
201812 1.4
201901 1.5
201902 1.7
201903 2.3
201904 2.1
201905 2
201906 1.8
201907 1.9
201908 1.6
201909 1.6
201910 1.6
201911 1.7
201912 2.1
202001 1.9
202002 1.5
202003 1.9
202004 1.6
202005 1.6
202006 1.7
202007 1.5
202008 1.4
202009 1.5
202010 1.4
202011 2
202012 1.7
202101 2
202102 2.6
202103 2.3
202104 2.5
202105 2.3
202106 2
202107 1.2
202108 1.5
202109 1.8
202110 1.8
202111 1.6
202112 1.4
202201 1
202202 1.1
202203 1.6
202204 1.8
202205 1.4
202206 1.9
202207 1
202208 1.3
202209 1.2
202210 1.3
202211 1.4
202212 1.9
202301 1.4
202302 1.3
202303 0.9
202304 1
202305 1.1
202306 1.2
