"Rolling_time_month" "q_id_month"
201301 1
201302 1.4
201303 1.4
201304 1.1
201305 0.9
201306 1.3
201307 1.1
201308 0.7
201309 0.9
201310 0.9
201311 1.4
201312 1.5
201401 0.9
201402 0.9
201403 0.8
201404 0.7
201405 0.6
201406 1
201407 0.6
201408 1.1
201409 0.7
201410 1
201411 0.9
201412 1
201501 0.7
201502 0.7
201503 0.6
201504 0.7
201505 0.5
201506 0.6
201507 0.5
201508 0.7
201509 0.9
201510 0.8
201511 0.5
201512 0.8
201601 1
201602 0.9
201603 1
201604 1.3
201605 1.2
201606 1.3
201607 0.9
201608 1.4
201609 0.9
201610 0.9
201611 0.9
201612 0.5
201701 0.7
201702 0.7
201703 0.9
201704 0.8
201705 0.9
201706 0.5
201707 1
201708 1.1
201709 0.7
201710 0.7
201711 0.4
201712 1.1
201801 0.9
201802 1
201803 0.6
201804 0.8
201805 1.1
201806 0.8
201807 1.3
201808 1.1
201809 1
201810 1
201811 0.9
201812 1.4
201901 1.4
201902 1.6
201903 2.2
201904 1.9
201905 1.8
201906 1.5
201907 1.7
201908 1.7
201909 1.4
201910 1.6
201911 1.5
201912 2
202001 1.6
202002 1.3
202003 2.1
202004 1.7
202005 1.5
202006 1.6
202007 1.5
202008 1.3
202009 1.4
202010 1.3
202011 1.9
202012 1.7
202101 1.8
202102 2.7
202103 2.2
202104 2.3
202105 2.2
202106 1.8
202107 1.2
202108 1.7
202109 2
202110 1.8
202111 1.5
202112 1.4
202201 0.9
202202 1.1
202203 1.4
202204 1.8
202205 1.3
202206 1.9
202207 0.8
202208 1.3
202209 1.1
202210 1.3
202211 1.3
202212 2
202301 1.3
202302 1.3
202303 1
202304 1
202305 1
202306 1.3
