"","listlambda","SRknown","SRunknown"
"1",0.01,0.61580848755059,0.583229761277507
"2",0.2,0.799086032978393,0.799149681542384
"3",0.4,0.851943209588874,0.862693240957028
"4",0.666666666666667,0.884468896655242,0.901820446476321
"5",1.33333333333333,0.915928154512306,0.938780939443627
"6",2,0.927063193267258,0.951035685527239
"7",2.66666666666667,0.931973145484858,0.95599321847487
"8",3.33333333333333,0.934304288278119,0.958073332486361
"9",4,0.935396892751922,0.958845412999559
"10",4.66666666666667,0.935841482623621,0.958974147669607
"11",5.33333333333333,0.935929180513495,0.958773846824818
"12",6,0.935814871195845,0.958404554814682
"13",6.66666666666667,0.935585540718975,0.957951998170643
"14",7.33333333333333,0.935291987606461,0.957463649715349
"15",8,0.934964709536007,0.956966283580193
"16",8.66666666666667,0.934622350591872,0.956475041476743
"17",9.33333333333333,0.934276411561487,0.955998340290509
"18",10,0.933933980099281,0.955540630870039
"19",10.6666666666667,0.933599364484507,0.955103996866273
"20",11.3333333333333,0.933275097543505,0.954689104222688
"21",12,0.932962567312339,0.95429577591123
"22",12.6666666666667,0.932662420530892,0.953923344787269
"23",13.3333333333333,0.932374824684743,0.953570872234008
"24",14,0.932099640217175,0.953237284175545
"25",14.6666666666667,0.931836534719011,0.95292145548117
"26",15.3333333333333,0.931585059092479,0.952622261777874
"27",16,0.931344698484602,0.952338610520399
"28",16.6666666666667,0.931114906306712,0.952069458804641
"29",17.3333333333333,0.930895126820847,0.951813822708385
"30",18,0.930684809948632,0.95157078124462
"31",18.6666666666667,0.930483420767085,0.951339476930983
"32",19.3333333333333,0.930290445367713,0.951119114281816
"33",20,0.930105394228207,0.95090895707612
