"Rolling_time_month" "q_id_month"
201301 0.5
201302 1
201303 1.1
201304 0.8
201305 0.7
201306 0.7
201307 0.6
201308 0.6
201309 0.6
201310 0.5
201311 0.9
201312 0.9
201401 0.7
201402 0.7
201403 0.8
201404 0.6
201405 0.3
201406 0.8
201407 0.7
201408 0.8
201409 0.7
201410 0.5
201411 0.6
201412 0.4
201501 0.7
201502 0.5
201503 0.8
201504 0.8
201505 0.4
201506 0.4
201507 0.6
201508 0.6
201509 0.6
201510 0.3
201511 0.6
201512 0.6
201601 0.6
201602 0.3
201603 0.5
201604 0.4
201605 0.4
201606 0.6
201607 0.5
201608 0.6
201609 0.4
201610 0.3
201611 0.8
201612 0.5
201701 0.6
201702 0.5
201703 0.4
201704 0.4
201705 0.6
201706 0.4
201707 0.5
201708 0.4
201709 0.5
201710 0.4
201711 0.7
201712 0.4
201801 0.6
201802 0.5
201803 0.4
201804 0.5
201805 0.5
201806 0.7
201807 0.5
201808 0.5
201809 0.5
201810 0.5
201811 0.8
201812 0.6
201901 0.6
201902 0.6
201903 0.6
201904 0.5
201905 0.4
201906 0.4
201907 0.3
201908 0.6
201909 0.6
201910 0.5
201911 0.6
201912 0.7
202001 0.7
202002 0.4
202003 0.3
202004 0.7
202005 0.3
202006 0.7
202007 0.8
202008 0.4
202009 0.7
202010 0.5
202011 0.6
202012 0.6
202101 0.8
202102 0.5
202103 0.5
202104 0.3
202105 1
202106 0.5
202107 0.8
202108 0.7
202109 0.8
202110 0.7
202111 0.7
202112 0.9
202201 0.6
202202 0.5
202203 0.5
202204 0.8
202205 0.7
202206 0.9
202207 0.7
202208 0.7
202209 0.5
202210 0.6
202211 1
202212 0.6
202301 0.5
202302 0.5
202303 1.1
202304 0.5
202305 0.4
202306 0.8
