"Rolling_time_month" "q_id_month"
201301 1.4
201302 2.7
201303 1.9
201304 1.9
201305 1.5
201306 1
201307 1.7
201308 1.6
201309 1.5
201310 0.9
201311 1.3
201312 1.9
201401 2.1
201402 1.7
201403 1.5
201404 1.2
201405 1.7
201406 1.5
201407 1.4
201408 1.4
201409 1.4
201410 1.1
201411 1.2
201412 0.8
201501 0.8
201502 0.7
201503 1.2
201504 0.5
201505 0.7
201506 0.9
201507 1.6
201508 0.6
201509 0.8
201510 0.7
201511 1
201512 1
201601 0.6
201602 0.6
201603 0.7
201604 0.6
201605 0.7
201606 0.9
201607 0.7
201608 0.7
201609 0.7
201610 0.3
201611 0.4
201612 0.8
201701 0.8
201702 0.8
201703 0.8
201704 0.6
201705 0.7
201706 0.8
201707 0.9
201708 0.6
201709 0.5
201710 0.7
201711 0.8
201712 0.5
201801 0.9
201802 0.6
201803 0.9
201804 0.7
201805 0.4
201806 0.7
201807 0.5
201808 0.8
201809 0.6
201810 0.3
201811 0.6
201812 0.5
201901 0.4
201902 0.4
201903 0.5
201904 0.6
201905 0.4
201906 0.5
201907 0.4
201908 0.7
201909 0.7
201910 0.5
201911 0.4
201912 0.5
202001 0.6
202002 0.6
202003 0.5
202004 0.6
202005 0.9
202006 0.5
202007 0.5
202008 0.6
202009 0.8
202010 0.4
202011 0.6
202012 0.5
202101 0.5
202102 0.3
202103 0.7
202104 0.5
202105 0.7
202106 0.5
202107 0.4
202108 0.5
202109 0.7
202110 0.5
202111 0.8
202112 0.5
202201 0.6
202202 0.5
202203 0.5
202204 0.6
202205 0.5
202206 0.6
202207 0.5
202208 0.5
202209 0.4
202210 0.5
202211 0.9
202212 0.7
202301 0.5
202302 0.4
202303 0.5
202304 0.9
202305 0.7
202306 0.8
