"Rolling_time_month" "q_id_month"
201301 0.4
201302 0.8
201303 0.7
201304 0.4
201305 0.4
201306 0.5
201307 0.4
201308 0.5
201309 0.4
201310 0.5
201311 0.4
201312 0.6
201401 0.5
201402 0.4
201403 0.6
201404 0.4
201405 0.4
201406 0.4
201407 0.6
201408 0.4
201409 0.5
201410 0.4
201411 0.5
201412 0.4
201501 0.4
201502 0.4
201503 0.4
201504 0.5
201505 0.4
201506 0.4
201507 0.3
201508 0.4
201509 0.4
201510 0.3
201511 0.3
201512 0.3
201601 0.4
201602 0.3
201603 0.5
201604 0.3
201605 0.4
201606 0.4
201607 0.3
201608 0.4
201609 0.4
201610 0.3
201611 0.3
201612 0.3
201701 0.3
201702 0.4
201703 0.3
201704 0.3
201705 0.3
201706 0.3
201707 0.4
201708 0.3
201709 0.3
201710 0.3
201711 0.4
201712 0.4
201801 0.4
201802 0.4
201803 0.3
201804 0.4
201805 0.2
201806 0.3
201807 0.3
201808 0.4
201809 0.5
201810 0.4
201811 0.5
201812 0.4
201901 0.5
201902 0.4
201903 0.3
201904 0.4
201905 0.4
201906 0.3
201907 0.4
201908 0.4
201909 0.4
201910 0.5
201911 0.3
201912 0.4
202001 0.4
202002 0.3
202003 0.4
202004 0.3
202005 0.3
202006 0.2
202007 0.2
202008 0.2
202009 0.2
202010 0.3
202011 0.3
202012 0.3
202101 0.3
202102 0.3
202103 0.3
202104 0.3
202105 0.3
202106 0.4
202107 0.4
202108 0.4
202109 0.4
202110 0.4
202111 0.4
202112 0.4
202201 0.3
202202 0.5
202203 0.4
202204 0.4
202205 0.4
202206 0.4
202207 0.4
202208 0.4
202209 0.4
202210 0.5
202211 0.4
202212 0.5
202301 0.5
202302 0.4
202303 0.5
202304 0.5
202305 0.5
202306 0.5
