"Rolling_time_month" "q_diag_month"
201301 0.241390939174943
201302 0.898843260198542
201303 0.558418729448738
201304 0.444820973175874
201305 0.402512394222226
201306 0.537582999332087
201307 0.348683948435298
201308 0.382622004052819
201309 0.441948861740348
201310 0.42822837531697
201311 0.26629736362775
201312 0.486794181118385
201401 0.441074762078998
201402 0.534226013098513
201403 0.255582851243325
201404 0.415625129810273
201405 0.293759881773718
201406 0.364101799770551
201407 0.630492329974746
201408 0.369324919662267
201409 0.375070313002661
201410 0.291005674141478
201411 0.363136409639875
201412 0.326615548825734
201501 0.39943403078467
201502 0.293431073419984
201503 0.367948323281839
201504 0.512187461445844
201505 0.47444966959323
201506 0.216040635569221
201507 0.29770066937468
201508 0.374517767056639
201509 0.359161104108333
201510 0.254365503171226
201511 0.390908095839101
201512 0.242784307247874
201601 0.362949807184988
201602 0.325706778104361
201603 0.303244965773538
201604 0.273337569832599
201605 0.29170179160505
201606 0.205855617053284
201607 0.263536372698825
201608 0.360834138184778
201609 0.289128970382592
201610 0.277972665554448
201611 0.281406161496827
201612 0.30213495921428
201701 0.229809230421746
201702 0.368498668447982
201703 0.234732485612354
201704 0.347792169610168
201705 0.23118392557444
201706 0.280939267523847
201707 0.285439131537285
201708 0.29741440202077
201709 0.328005572297114
201710 0.161118893343274
201711 0.2152403768474
201712 0.225539085515041
201801 0.275570410012981
201802 0.209617010130835
201803 0.171744449506046
201804 0.27795505459894
201805 0.227287958241352
201806 0.251872222178353
201807 0.228129663898853
201808 0.331857035908105
201809 0.274818707771124
201810 0.278219389137351
201811 0.332976417325979
201812 0.29984503993162
201901 0.304244238456524
201902 0.362588851895418
201903 0.236013341270856
201904 0.308636762616268
201905 0.315235052824493
201906 0.248185620734235
201907 0.227535404753
201908 0.281263522917985
201909 0.295739221101404
201910 0.331538467490158
201911 0.238564617591652
201912 0.3678046819156
202001 0.264422665830931
202002 0.216102810257938
202003 0.145865254405506
202004 0.213009935482625
202005 0.213437159354895
202006 0.173368163221595
202007 0.225484359400843
202008 0.140288913902859
202009 0.297036868479369
202010 0.265858818842263
202011 0.252754067020228
202012 0.159576561169378
202101 0.212930126816356
202102 0.221598285492582
202103 0.237817866076422
202104 0.26065233947369
202105 0.275282251319778
202106 0.315968357044769
202107 0.318346840063761
202108 0.297908406196586
202109 0.324737321912796
202110 0.249962777451883
202111 0.249385497177976
202112 0.280869396103918
202201 0.200635702054022
202202 0.215412947325099
202203 0.276554590680257
202204 0.196417552122588
202205 0.320873014802452
202206 0.241745898333958
202207 0.262684612097771
202208 0.364491490688874
202209 0.364543993323709
202210 0.200264049961573
202211 0.222655698320332
202212 0.321587428141123
202301 0.319494696839413
202302 0.231099094499549
202303 0.326715063857577
202304 0.19819638685116
202305 0.356452146510172
202306 0.314823643258966
