"Rolling_time_month" "q_id_month"
201301 0.3
201302 0.8
201303 0.8
201304 0.5
201305 0.4
201306 0.6
201307 0.4
201308 0.5
201309 0.5
201310 0.5
201311 0.3
201312 0.5
201401 0.6
201402 0.4
201403 0.5
201404 0.4
201405 0.4
201406 0.5
201407 0.7
201408 0.3
201409 0.4
201410 0.3
201411 0.5
201412 0.3
201501 0.4
201502 0.3
201503 0.5
201504 0.5
201505 0.5
201506 0.4
201507 0.3
201508 0.4
201509 0.4
201510 0.2
201511 0.4
201512 0.3
201601 0.4
201602 0.3
201603 0.4
201604 0.3
201605 0.3
201606 0.3
201607 0.4
201608 0.3
201609 0.2
201610 0.3
201611 0.4
201612 0.3
201701 0.4
201702 0.4
201703 0.3
201704 0.3
201705 0.2
201706 0.3
201707 0.4
201708 0.3
201709 0.3
201710 0.4
201711 0.3
201712 0.3
201801 0.4
201802 0.3
201803 0.3
201804 0.4
201805 0.2
201806 0.3
201807 0.2
201808 0.4
201809 0.3
201810 0.3
201811 0.5
201812 0.4
201901 0.4
201902 0.3
201903 0.3
201904 0.3
201905 0.3
201906 0.3
201907 0.2
201908 0.3
201909 0.3
201910 0.3
201911 0.3
201912 0.4
202001 0.3
202002 0.3
202003 0.2
202004 0.4
202005 0.3
202006 0.2
202007 0.3
202008 0.2
202009 0.3
202010 0.3
202011 0.3
202012 0.3
202101 0.4
202102 0.2
202103 0.2
202104 0.3
202105 0.3
202106 0.4
202107 0.4
202108 0.3
202109 0.4
202110 0.3
202111 0.4
202112 0.3
202201 0.3
202202 0.3
202203 0.3
202204 0.4
202205 0.4
202206 0.3
202207 0.3
202208 0.4
202209 0.4
202210 0.3
202211 0.3
202212 0.4
202301 0.4
202302 0.3
202303 0.4
202304 0.3
202305 0.4
202306 0.4
