"","","Optimal","standard","diag","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X2","X2.1","X2.2","X2.3","X2.4","X2.5","X2.6","X2.7","X2.8","X2.9","X3"
"sd1",201301,1.95670835355559,1.8845514304946,0.0680967199119188,1.9323367461454,1.94616307868235,1.94990878370491,1.94967036383585,1.94775113890668,1.94485836215874,1.94163653802185,1.93832695129275,1.93493825075134,1.93145756076222,1.92798727595185,1.92461793710269,1.92127607593449,1.91799336530632,1.91478775711068,1.91163112316775,1.90855488976124,1.90558452379027,1.90271546605806,1.89995240468492,1.89727478846045,1.89468191958158,1.8921556926752,1.88969430450978,1.88729037346675,1.88495519541911,1.88267288505709,1.88044816954603,1.87828270074926,1.8761684897192
"sd2",201307,1.81728643235688,1.76695358093741,0.0734385569179315,1.80197237384636,1.81158412094721,1.81315717745302,1.81152182601117,1.80813908732235,1.8043768860009,1.80033513693781,1.79612864824474,1.79185236694014,1.7874503549642,1.78304625678083,1.77881009890779,1.77462075831203,1.77050928861838,1.76650342557112,1.76257945746804,1.75873315063798,1.7549746522229,1.75132004328745,1.7477600012576,1.74430114402734,1.74093960679801,1.7376586457379,1.73447423360058,1.73136252217865,1.72832634108104,1.7253471599767,1.72243630869914,1.71961105116795,1.71685557193476
"sd1",201401,1.72029965206943,1.67286780307949,0.0610439621731374,1.71035901372068,1.71930331780037,1.7201404229918,1.71805767216052,1.71438635523188,1.71011864871273,1.70549603347751,1.7007445622112,1.69593339592051,1.69104661952283,1.6862329277177,1.68166112199021,1.67722134388508,1.67288008384907,1.66865055102679,1.66452664345166,1.66049638378393,1.65662071808126,1.65286943706218,1.64921614395008,1.64567953924571,1.64225252170676,1.63891882900792,1.63568430607128,1.6325334795618,1.62946225579563,1.62644970521616,1.62350207266725,1.6206325508639,1.61783136318807
"sd2",201407,1.70155290383831,1.64552463863222,0.0243406679331144,1.69122201686237,1.7022141268036,1.70418022911144,1.70286703694093,1.69980647502385,1.69604313333954,1.69178825173951,1.68729492275248,1.68270892727786,1.67800299820551,1.67334066986197,1.66888063555851,1.66454506178379,1.66031446013406,1.65618481242654,1.65216974877155,1.64824089133235,1.64444784386672,1.6407653780469,1.63717959289797,1.63370479782091,1.6303351900831,1.6270544882694,1.62386741059165,1.62076185986135,1.61772702022589,1.61475083810823,1.61184058472836,1.60900405911613,1.60623675904191
"sd1",201501,1.73603496074601,1.6561221618274,0.0485632446684735,1.71745755508649,1.73325150255512,1.73785848508566,1.73827480808872,1.73639481486343,1.73346323110798,1.72974279134949,1.72558486486838,1.7212088242419,1.7166510534609,1.7120736916871,1.7076232819948,1.70324584689214,1.69894619253602,1.69470882985673,1.69058355020963,1.68654347297076,1.68262774045161,1.67880254427509,1.67506209313,1.67143585400891,1.66790782236685,1.66446694913096,1.66111697315281,1.65784825943442,1.65465015687856,1.65151536953232,1.64844579059637,1.64545338909607,1.64253246148534
"sd2",201507,1.71819930347824,1.6382697165484,0.0470527718701478,1.7000928669041,1.71618285544491,1.72162298738597,1.72283702702043,1.7217084233338,1.71952125350429,1.71645425653018,1.71293707089967,1.7091895111936,1.70527566897315,1.70132249539169,1.69746975525988,1.69364639248959,1.68985544826865,1.6861021763337,1.68243718349606,1.67883319739209,1.67531382832479,1.67185627677236,1.66845805262045,1.6651575091679,1.66194027221705,1.65879612541985,1.65572356071275,1.65272321430336,1.64978659788784,1.64690659168571,1.64408853458401,1.64133665657711,1.63864700560337
"sd1",201601,1.69340623965109,1.64074232601252,0.0257318024348001,1.69145120455201,1.70249182319379,1.70462318999059,1.70338760994365,1.70043445131829,1.69680236309287,1.69261287226754,1.68809569441775,1.6835063804782,1.67887326944014,1.67433005758985,1.66991352947613,1.66557917473081,1.66134964657625,1.65721724688132,1.65319894816593,1.64927710077491,1.64547404320729,1.64175061237719,1.63811101311686,1.63459805836206,1.63120552564508,1.62790765277427,1.62469127796843,1.62155875500615,1.61849067815866,1.61547903993064,1.61254143616853,1.60967901293223,1.60689749359168
"sd2",201607,1.75934973968196,1.69240749430553,0.0213347324537838,1.75559986653094,1.76905262772958,1.77148446787112,1.77000678195879,1.76674992988232,1.76242943493856,1.75753820596727,1.75240254413284,1.74718707535045,1.74199109465885,1.73693058159552,1.73203337268824,1.72728119113395,1.72268185672831,1.71820153613481,1.71383772784332,1.70958861915922,1.70549336081659,1.70149551511285,1.6976095807969,1.6938680734911,1.69026253849681,1.68676575088136,1.68335742694241,1.68004494383472,1.67680635493511,1.67363470890738,1.67054289270488,1.66752258082044,1.66458555539347
"sd1",201701,1.78532004617577,1.73103198618187,0.033792143291588,1.78685623202364,1.79536500959776,1.79424254907404,1.78984362123006,1.78406990285687,1.77779416074976,1.77123912941745,1.76465308386539,1.75811500932807,1.75170208634753,1.74547124059267,1.73942448241583,1.73352496571478,1.7278613246031,1.72236100242029,1.71700723918619,1.71180157276025,1.70673278448532,1.70178042737752,1.69696353691265,1.69230879125832,1.68781384716371,1.6834582019872,1.67920344599959,1.67506915087655,1.67104868977593,1.6671124857673,1.66327767357332,1.65953834434377,1.65589806577192
"sd2",201707,1.57523892842245,1.54751141835071,0.0334317916192733,1.57719728282819,1.57468989449998,1.56832195164388,1.56210448407703,1.55559283140644,1.54915181108162,1.54251816261382,1.53605910265226,1.53019080914079,1.5245264711481,1.51884920402099,1.51333554898031,1.50790221368749,1.50267115901376,1.49753068843784,1.49252519657516,1.48768438086797,1.482990176579,1.47838268886404,1.47389881591893,1.46954564953398,1.46529427126231,1.46118195688075,1.45717317885119,1.45328896874882,1.44950840842056,1.4457982669945,1.44216773863809,1.43860555257051,1.43510905872676
"sd1",201801,1.59196828299951,1.57076333080095,0.0242133371189801,1.5963514767629,1.59290324979844,1.58611600065486,1.57950031097732,1.57277637205951,1.56636178420604,1.5598324377505,1.55352069297966,1.54780754171309,1.54230713581374,1.53679164605679,1.53143179393061,1.5261665789404,1.52108242337189,1.51607341112509,1.51118150673148,1.50644599035973,1.50184824635815,1.49733876179505,1.49294755866432,1.4886767664871,1.48450692844528,1.4804720125291,1.47653564503408,1.4727110631178,1.46897878518762,1.46530884477893,1.46171514548995,1.45818101860026,1.45470776918575
"sd2",201807,1.59009260179787,1.56554206634492,0.0222969256691183,1.59211681315084,1.59052943469954,1.58503166856288,1.57940961202474,1.57330368230575,1.56733830176397,1.56119941511876,1.55519350831385,1.54961398072818,1.54419620909793,1.53872356349568,1.53339114584268,1.52812760005473,1.52301041987339,1.5179580020263,1.51300417909639,1.50819831472031,1.50353539338331,1.4989499940758,1.49448293997435,1.4901271355481,1.48586793285959,1.48173717431774,1.47771283578141,1.47380030593339,1.46998052262454,1.46621696499824,1.46252482694736,1.45889669522581,1.45532818020094
"sd1",201901,1.58621509589114,1.55502719982574,0.0203308097668965,1.58035198438319,1.58035038546668,1.57628549259776,1.57194105462301,1.56696721174966,1.56202966142595,1.55675750663414,1.55152003206584,1.54663448596429,1.54185218246535,1.53697977588603,1.53226838802015,1.52759279381579,1.52302691373758,1.51848819723949,1.5140226759554,1.50968473840229,1.50546741297009,1.50130950314609,1.49724744662142,1.49326651945452,1.48935673612778,1.48555277687631,1.48183560052956,1.47821946529197,1.47468810096209,1.47120620931228,1.46778715058167,1.46442558361859,1.4611073324177
"sd2",201907,1.51841603850546,1.49737465583052,0.0411069210738402,1.51485447861933,1.51434108212027,1.51111898162324,1.50791229498628,1.50424154070517,1.50060696299606,1.49662824464484,1.4926368441038,1.48888041591687,1.48520026489585,1.48140566507268,1.47768171531706,1.473951942178,1.47028767445778,1.46662472178154,1.4630018350189,1.45947153834728,1.45601584515053,1.45259292168167,1.4492458028274,1.44596028573015,1.44271921356313,1.43955393182901,1.43644980669288,1.43342375963938,1.43045870831987,1.42753008391937,1.42465983801192,1.42183480107937,1.41904225410756
