"Rolling_time_month" "q_diag_month"
201301 0.996728651298898
201302 1.86282583872468
201303 0.975825216715234
201304 1.07016962092002
201305 0.830991911209278
201306 0.529049178312178
201307 1.14276458699025
201308 1.32285617970667
201309 1.20344967459035
201310 0.652707250206881
201311 0.96199491093917
201312 1.44334379064721
201401 0.976235492899448
201402 1.35222830465985
201403 0.969937492868731
201404 0.989946007334433
201405 0.916163587280511
201406 1.2187104753433
201407 1.11569358405683
201408 1.04410454692499
201409 1.19957809819034
201410 0.976080349506081
201411 0.807057075532003
201412 0.729521209731326
201501 0.842552119385622
201502 0.606229139884969
201503 0.762143776875543
201504 0.458925719713138
201505 0.61454541468463
201506 0.544266709302428
201507 0.804526880773026
201508 0.515488218636847
201509 0.736613541803119
201510 0.678314201112505
201511 1.14906950953627
201512 0.712502049656726
201601 0.683829149530425
201602 0.558002213456661
201603 0.607148160421138
201604 0.51742662984651
201605 0.796408641485427
201606 0.628743820286323
201607 0.513884151168758
201608 0.706327726404288
201609 0.844912643582697
201610 0.447512575065243
201611 0.320598193090187
201612 0.681105765826212
201701 0.500756412590252
201702 0.687105001859627
201703 0.698401491097294
201704 0.407820767117408
201705 0.754571536311999
201706 0.59027630733098
201707 0.623970057345745
201708 0.68779784518906
201709 0.611829328174547
201710 0.327806692745873
201711 0.550349503714273
201712 0.4449747979806
201801 0.809392914084644
201802 0.459186838531345
201803 0.447760510430887
201804 0.592285306966758
201805 0.387806844403103
201806 0.638773419794924
201807 0.429125847895039
201808 0.592632467853411
201809 0.626949539835605
201810 0.411692410395466
201811 0.307312479748724
201812 0.463777389983128
201901 0.369803078168156
201902 0.46189166505952
201903 0.449062116749504
201904 0.476147755864759
201905 0.461236707187683
201906 0.461179596008305
201907 0.38041327949716
201908 0.543987676978964
201909 0.744115638974931
201910 0.303838998396425
201911 0.361436738486134
201912 0.363050371767201
202001 0.563445925516236
202002 0.505041057142828
202003 0.263594889781677
202004 0.333553143142464
202005 0.607109516463774
202006 0.452297317348916
202007 0.374659566660068
202008 0.479670453067045
202009 0.797820421011681
202010 0.37659679843504
202011 0.455603962751161
202012 0.321056736385929
202101 0.346658076376139
202102 0.279600887763146
202103 0.600491720537289
202104 0.528035981695001
202105 0.434662988826341
202106 0.251079131563733
202107 0.303093285479291
202108 0.574048005134856
202109 0.440029293829653
202110 0.343719861906414
202111 0.52268753925734
202112 0.303926163180558
202201 0.41359510467773
202202 0.372220806065694
202203 0.300251788825344
202204 0.484057382222859
202205 0.357922995734416
202206 0.378438571642997
202207 0.370620924865748
202208 0.50715690502063
202209 0.343692055662834
202210 0.286113684575134
202211 0.526206257107422
202212 0.485822380302476
202301 0.512018015837617
202302 0.398396433047256
202303 0.329571422846856
202304 0.349862655050079
202305 0.496092581168226
202306 0.536253252908491
