"","","Optimal","standard","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X2","X2.1","X2.2","X2.3","X2.4","X2.5","X2.6","X2.7","X2.8","X2.9","X3"
"1",0.4,0.650629684662528,0.975306321871841,0.71238903870252,0.679239650293862,0.6649913747749,0.657333117839478,0.652824582312621,0.650077306675621,0.648413206692452,0.647459066036409,0.646991779631441,0.646869644643076,0.646998390272439,0.647312967064388,0.647767146708292,0.648327271996018,0.648968339986371,0.649671459598273,0.650422151315202,0.651209180473978,0.65202373860469,0.652858857627007,0.653708983349528,0.65456966013155,0.655437294498288,0.656308975730869,0.657182338164868,0.658055454421643,0.658926751854411,0.659794946606758,0.660658991166888,0.661518032358364
"2",0.8,0.732443649066275,1.06816477459111,0.799145439231388,0.764023327118273,0.748510489785462,0.739938289860261,0.734721661024648,0.731399245541273,0.729251718221912,0.727880630395563,0.727046512076276,0.726596547075818,0.726428628264308,0.726472003555487,0.72667618154747,0.727004243060307,0.727428637945964,0.727928450137356,0.728487564548512,0.729093406674612,0.729736056492106,0.730407613221041,0.731101731988296,0.731813280626656,0.732538081924262,0.733272717623571,0.734014377686454,0.734760743176699,0.735509894407053,0.736260238280939,0.737010450363807,0.73775942836228
"3",1.2,0.865075357847911,1.21858759255615,0.93685069387867,0.899468091296556,0.882766961578323,0.873450889503794,0.867727368719794,0.864041091204723,0.861622997986943,0.860045625989882,0.859051384288974,0.858475543144078,0.85820783918157,0.85817174901139,0.858312583428134,0.858590297615747,0.858974966667863,0.859443838225339,0.859979355124976,0.86056779471026,0.861198311546105,0.861862250712002,0.862552646629505,0.863263851628179,0.863991256838977,0.864731079837415,0.865480201239143,0.866236037665205,0.866996442050929,0.867759624737133,0.868524090515474,0.869288588034966
"4",1.6,1.02983928413682,1.40824771494462,1.10664606410241,1.06644273693936,1.04844751605937,1.03841715053706,1.03227154228494,1.02833212406807,1.02576705591687,1.02411329560288,1.02309154687654,1.02252309754974,1.02228828948949,1.022304071147,1.02251109064039,1.02286589580962,1.023336023249,1.02389679804604,1.02452918627999,1.02521831706318,1.02595244270857,1.02672219282303,1.02752002996813,1.02833984627838,1.0291766603912,1.03002638689602,1.03088565896291,1.03175169047746,1.03262216787376,1.0334951645359,1.03436907252221,1.03524254770872
"5",2,1.21362414584784,1.62345117063069,1.29597928176401,1.25239907222538,1.23294850247259,1.22216604406476,1.21561390701845,1.21146386932448,1.20880918906281,1.20714493845762,1.20616654241716,1.20567915415383,1.20555236582485,1.20569571667039,1.20604460600053,1.20655177857366,1.20718196335721,1.20790838000061,1.2087103948411,1.2095719080338,1.21048021909244,1.21142521335417,1.21239876849604,1.21339431490729,1.21440650552797,1.21543096480505,1.21646409565008,1.21750292947209,1.21854500858059,1.21958829317888,1.22063108722482,1.22167197890158
"6",2.4,1.40930422871491,1.85533068509577,1.49745770735789,1.45005269631194,1.42899858499204,1.41741152760277,1.41044272772821,1.40609397095468,1.40337414766519,1.40173145053683,1.4008331539187,1.40046651919696,1.40048926271798,1.40080276725242,1.40133667418369,1.40203957143385,1.40287313107413,1.40380829009653,1.40482268860285,1.40589890763186,1.40702323013982,1.40818475284564,1.40937473859957,1.41058613687515,1.41181322384309,1.41305132884527,1.41429662418747,1.41554596193836,1.41679674603877,1.41804683122371,1.41929444250772,1.4205381105864
"7",2.8,1.61144488680104,2.09836516592184,1.70678568393495,1.65521849587367,1.63244204565141,1.62000215323264,1.61260010194887,1.60805273633043,1.60527757142535,1.60367219629553,1.60287357720563,1.60264975303851,1.60284570422567,1.60335408083114,1.60409836940578,1.60502272173072,1.60608555319553,1.60725537350264,1.60850799096205,1.60982459012456,1.61119038065547,1.61259362922764,1.61402495390912,1.61547680197796,1.61694305816335,1.61841874709093,1.61989980474173,1.62138290112598,1.62286530141367,1.62434475625495,1.62581941447733,1.62728775309461
"8",3.2,1.81854854933632,2.34909492335046,1.92139940029159,1.86541946411881,1.84082922598849,1.82749677235186,1.81964512275032,1.81489524482066,1.81206812910594,1.8105080125991,1.80981995408522,1.80975177892696,1.81013508789951,1.81085336472195,1.81182364059453,1.8129854181972,1.81429370266667,1.81571446417211,1.81722159637267,1.81879482574925,1.82041824274119,1.82207924969966,1.82376779442092,1.82547580318204,1.82719675559091,1.82892536183382,1.83065731491409,1.83238909852254,1.83411783666588,1.83584117497866,1.83755718631394,1.83926429510912
"9",3.6,2.02910741377014,2.60529916115751,2.13970896128241,2.0791289873826,2.05265500667738,2.0383983585196,2.03008288994118,2.02512559998477,2.02224713324947,2.02073632890754,2.02016514429414,2.02026044920857,2.02083998121057,2.02177773080101,2.02298404642079,2.02439361978785,2.02595792847418,2.02764031686978,2.02941269987568,2.03125329786515,2.03314504586312,2.03507445456634,2.03703078086204,2.03900541450159,2.04099141838376,2.0429831797208,2.04497614238566,2.0469665994641,2.04895153098271,2.05092847590203,2.05289543035709,2.05485076618792
"10",4,2.24246061090233,2.86550984123341,2.36068924713512,2.29536728570094,2.26695567754721,2.25174981329082,2.24295866895808,2.23778918599204,2.23485878112329,2.23339934964953,2.2329488432456,2.23321261299404,2.2339941654349,2.23515774862359,2.23660685438851,2.23827123937162,2.24009876331774,2.24205007821616,2.24409507046141,2.24621041683924,2.24837786854326,2.25058302298599,2.25281442965877,2.25506292923724,2.25732115840108,2.25958317424361,2.26184416621405,2.26410023295698,2.26634820783434,2.26858552136114,2.27081009190829,2.27302023824934
