"Rolling_time_month" "q_id_month"
201301 0.6
201302 0.5
201303 0.5
201304 0.5
201305 0.5
201306 0.5
201307 0.4
201308 0.4
201309 0.4
201310 0.5
201311 0.5
201312 0.5
201401 0.5
201402 0.5
201403 0.5
201404 0.4
201405 0.5
201406 0.4
201407 0.4
201408 0.4
201409 0.4
201410 0.4
201411 0.4
201412 0.4
201501 0.4
201502 0.4
201503 0.4
201504 0.4
201505 0.4
201506 0.4
201507 0.4
201508 0.4
201509 0.4
201510 0.4
201511 0.4
201512 0.4
201601 0.4
201602 0.4
201603 0.4
201604 0.4
201605 0.4
201606 0.4
201607 0.4
201608 0.4
201609 0.4
201610 0.4
201611 0.3
201612 0.3
201701 0.4
201702 0.4
201703 0.4
201704 0.3
201705 0.3
201706 0.3
201707 0.3
201708 0.3
201709 0.3
201710 0.3
201711 0.3
201712 0.4
201801 0.4
201802 0.4
201803 0.4
201804 0.4
201805 0.4
201806 0.4
201807 0.4
201808 0.4
201809 0.4
201810 0.4
201811 0.4
201812 0.4
201901 0.4
201902 0.5
201903 0.5
201904 0.5
201905 0.5
201906 0.5
201907 0.5
201908 0.5
201909 0.6
201910 0.5
201911 0.5
201912 0.5
202001 0.5
202002 0.5
202003 0.5
202004 0.5
202005 0.5
202006 0.4
202007 0.4
202008 0.4
202009 0.4
202010 0.4
202011 0.5
202012 0.5
202101 0.5
202102 0.5
202103 0.5
202104 0.6
202105 0.6
202106 0.6
202107 0.6
202108 0.6
202109 0.6
202110 0.6
202111 0.6
202112 0.6
202201 0.6
202202 0.7
202203 0.7
202204 0.7
202205 0.7
202206 0.7
202207 0.6
202208 0.6
202209 0.7
202210 0.7
202211 0.7
202212 0.6
202301 0.7
202302 0.7
202303 0.7
202304 0.7
202305 0.7
202306 0.8
