"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,3.40469063731704,3.29707370223848
"2",0.4,3.38349246455465,3.27762896670013
"3",0.6,3.36475486528605,3.26052331640647
"4",0.8,3.34847783951124,3.24575675135773
"5",1,3.33466138723021,3.23332927155366
"6",1.2,3.32330550844299,3.22324087699437
"7",1.4,3.31441020314955,3.21549156767987
"8",1.6,3.30797547134989,3.21008134361001
"9",1.8,3.30400131304404,3.20701020478507
"10",2,3.30248772823197,3.20627815120492
"11",2.2,3.30343471691369,3.20788518286946
"12",2.4,3.30684227908922,3.21183129977875
"13",2.6,3.31271041475853,3.2181165019328
"14",2.8,3.32103912392162,3.22674078933178
"15",3,3.33182840657852,3.23770416197529
"16",3.2,3.34507826272919,3.25100661986375
"17",3.4,3.36078869237367,3.26664816299687
"18",3.6,3.37895969551194,3.28462879137488
"19",3.8,3.39959127214398,3.30494850499756
"20",4,3.42268342226983,3.32760730386503
"21",4.2,3.44823614588947,3.35260518797727
"22",4.4,3.47624944300289,3.37994215733428
"23",4.6,3.50672331361012,3.40961821193604
"24",4.8,3.53965775771113,3.44163335178259
"25",5,3.57505277530593,3.47598757687392
"26",5.2,3.61290836639453,3.51268088721
"27",5.4,3.65322453097691,3.55171328279093
"28",5.6,3.69600126905309,3.59308476361655
"29",5.8,3.74123858062305,3.6367953296868
"30",6,3.78893646568682,3.68284498100207
