"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,3.49290264545695,3.92702463661823
"2",0.4,3.45528041117132,3.89558903811931
"3",0.6,3.42245665060348,3.86851112136879
"4",0.8,3.39443136375341,3.8457908863667
"5",1,3.37120455062113,3.82742833311298
"6",1.2,3.35277621120662,3.81342346160773
"7",1.4,3.3391463455099,3.8037762718508
"8",1.6,3.33031495353096,3.79848676384232
"9",1.8,3.3262820352698,3.79755493758228
"10",2,3.32704759072642,3.8009807930706
"11",2.2,3.33261161990081,3.80876433030733
"12",2.4,3.342974122793,3.82090554929248
"13",2.6,3.35813509940295,3.83740445002604
"14",2.8,3.37809454973071,3.85826103250802
"15",3,3.40285247377623,3.88347529673839
"16",3.2,3.43240887153953,3.91304724271715
"17",3.4,3.46676374302062,3.94697687044437
"18",3.6,3.50591708821949,3.98526417991993
"19",3.8,3.54986890713613,4.02790917114391
"20",4,3.59861919977056,4.07491184411631
"21",4.2,3.65216796612278,4.12627219883718
"22",4.4,3.71051520619277,4.1819902353064
"23",4.6,3.77366091998054,4.242065953524
"24",4.8,3.84160510748609,4.30649935349002
"25",5,3.91434776870943,4.37529043520447
"26",5.2,3.99188890365055,4.44843919866733
"27",5.4,4.07422851230944,4.52594564387858
"28",5.6,4.16136659468611,4.60780977083822
"29",5.8,4.25330315078057,4.69403157954627
"30",6,4.35003818059281,4.78461107000275
