"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,3.31893772276717,3.19782859201002
"2",0.4,3.29217749421678,3.17175751096163
"3",0.6,3.26863401144524,3.14883748183212
"4",0.8,3.24830727445255,3.12906850462154
"5",1,3.2311972832387,3.11245057932991
"6",1.2,3.21730403780369,3.09898370595715
"7",1.4,3.20662753814753,3.08866788450338
"8",1.6,3.19916778427022,3.08150311496852
"9",1.8,3.19492477617174,3.07748939735255
"10",2,3.19389851385212,3.07662673165555
"11",2.2,3.19608899731133,3.07891511787744
"12",2.4,3.20149622654939,3.08435455601828
"13",2.6,3.2101202015663,3.09294504607804
"14",2.8,3.22196092236204,3.10468658805677
"15",3,3.23701838893665,3.11957918195434
"16",3.2,3.25529260129008,3.1376228277709
"17",3.4,3.27678355942236,3.15881752550635
"18",3.6,3.30149126333349,3.1831632751608
"19",3.8,3.32941571302347,3.21066007673408
"20",4,3.36055690849229,3.24130793022628
"21",4.2,3.39491484973994,3.27510683563753
"22",4.4,3.43248953676644,3.31205679296759
"23",4.6,3.47328096957179,3.3521578022166
"24",4.8,3.51728914815599,3.39540986338456
"25",5,3.56451407251903,3.44181297647145
"26",5.2,3.61495574266091,3.49136714147726
"27",5.4,3.66861415858163,3.54407235840194
"28",5.6,3.7254893202812,3.59992862724566
"29",5.8,3.78558122775962,3.65893594800827
"30",6,3.84888988101689,3.72109432068972
