"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,3.22301591260515,2.93551868313936
"2",0.4,3.2037586635507,2.92129184555348
"3",0.6,3.18694198559375,2.90952712813391
"4",0.8,3.17256587873429,2.90022453088051
"5",1,3.16063034297232,2.89338405379321
"6",1.2,3.15113537830785,2.88900569687222
"7",1.4,3.14408098474086,2.8870894601172
"8",1.6,3.13946716227136,2.88763534352846
"9",1.8,3.13729391089936,2.89064334710598
"10",2,3.13756123062486,2.8961134708496
"11",2.2,3.14026912144784,2.90404571475936
"12",2.4,3.14541758336832,2.91444007883537
"13",2.6,3.15300661638629,2.92729656307749
"14",2.8,3.16303622050175,2.94261516748584
"15",3,3.17550639571471,2.96039589206036
"16",3.2,3.19041714202515,2.98063873680102
"17",3.4,3.20776845943309,3.0033437017079
"18",3.6,3.22756034793852,3.02851078678093
"19",3.8,3.24979280754145,3.05613999202018
"20",4,3.27446583824186,3.08623131742557
"21",4.2,3.30157944003978,3.11878476299718
"22",4.4,3.33113361293517,3.15380032873491
"23",4.6,3.36312835692807,3.19127801463887
"24",4.8,3.39756367201845,3.23121782070898
"25",5,3.43443955820632,3.27361974694529
"26",5.2,3.4737560154917,3.31848379334772
"27",5.4,3.51551304387456,3.36580995991638
"28",5.6,3.55971064335492,3.41559824665123
"29",5.8,3.60634881393276,3.46784865355228
"30",6,3.65542755560809,3.52256118061942
