"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,3.29323295143363,3.33124734633144
"2",0.4,3.27500382257513,3.3144132300702
"3",0.6,3.25914370923069,3.29989534827659
"4",0.8,3.2456526114003,3.28769370095063
"5",1,3.23453052908398,3.27780828809227
"6",1.2,3.2257774622817,3.27023910970161
"7",1.4,3.21939341099348,3.26498616577852
"8",1.6,3.21537837521932,3.26204945632308
"9",1.8,3.21373235495922,3.26142898133531
"10",2,3.21445535021317,3.26312474081513
"11",2.2,3.21754736098118,3.26713673476261
"12",2.4,3.22300838726325,3.27346496317772
"13",2.6,3.23083842905937,3.28210942606048
"14",2.8,3.24103748636955,3.29307012341087
"15",3,3.25360555919379,3.30634705522896
"16",3.2,3.26854264753207,3.32194022151455
"17",3.4,3.28584875138443,3.3398496222678
"18",3.6,3.30552387075084,3.36007525748883
"19",3.8,3.32756800563129,3.38261712717734
"20",4,3.35198115602581,3.40747523133354
"21",4.2,3.37876332193438,3.43464956995739
"22",4.4,3.40791450335702,3.4641401430489
"23",4.6,3.43943470029372,3.495946950608
"24",4.8,3.47332391274446,3.53006999263482
"25",5,3.50958214070926,3.56650926912906
"26",5.2,3.54820938418813,3.60526478009112
"27",5.4,3.58920564318104,3.64633652552086
"28",5.6,3.63257091768802,3.68972450541807
"29",5.8,3.67830520770904,3.73542871978289
"30",6,3.72640851324413,3.78344916861551
