"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,3.50351072290481,3.26052268796222
"2",0.4,3.46323199075089,3.22494827501306
"3",0.6,3.42761272405806,3.1942351607469
"4",0.8,3.39665292282635,3.16838334516366
"5",1,3.37035258705574,3.14739282826337
"6",1.2,3.34871171674623,3.13126361004607
"7",1.4,3.33173031189784,3.11999569051165
"8",1.6,3.31940837251054,3.11358906966017
"9",1.8,3.31174589858436,3.11204374749173
"10",2,3.30874289011928,3.11535972400614
"11",2.2,3.3103993471153,3.12353699920353
"12",2.4,3.31671526957243,3.13657557308388
"13",2.6,3.32769065749067,3.1544754456472
"14",2.8,3.34332551087001,3.17723661689349
"15",3,3.36361982971046,3.20485908682257
"16",3.2,3.38857361401202,3.23734285543479
"17",3.4,3.41818686377468,3.27468792272986
"18",3.6,3.45245957899844,3.31689428870792
"19",3.8,3.49139175968331,3.36396195336898
"20",4,3.53498340582929,3.41589091671281
"21",4.2,3.58323451743638,3.47268117873971
"22",4.4,3.63614509450457,3.53433273944964
"23",4.6,3.69371513703386,3.60084559884241
"24",4.8,3.75594464502426,3.672219756918
"25",5,3.82283361847577,3.74845521367673
"26",5.2,3.89438205738838,3.8295519691184
"27",5.4,3.9705899617621,3.91551002324296
"28",5.6,4.05145733159692,4.0063293760505
"29",5.8,4.13698416689285,4.10201002754099
"30",6,4.22717046764988,4.20255197771436
