"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,3.32277358173111,3.04951444139847
"2",0.4,3.30146794729299,3.03460587082249
"3",0.6,3.28262786291331,3.02201602824527
"4",0.8,3.2662533285921,3.01174491366685
"5",1,3.25234434432932,3.00379252708722
"6",1.2,3.24090091012501,2.99815886850609
"7",1.4,3.23192302597914,2.99484393792386
"8",1.6,3.22541069189173,2.99384773534033
"9",1.8,3.22136390786278,2.99517026075558
"10",2,3.21978267389228,2.99881151416951
"11",2.2,3.22066698998022,3.00477149558215
"12",2.4,3.22401685612662,3.01305020499356
"13",2.6,3.22983227233147,3.02364764240367
"14",2.8,3.23811323859478,3.03656380781255
"15",3,3.24885975491654,3.0517987012201
"16",3.2,3.26207182129675,3.06935232262645
"17",3.4,3.27774943773541,3.08922467203158
"18",3.6,3.29589260423254,3.11141574943533
"19",3.8,3.31650132078809,3.13592555483785
"20",4,3.33957558740212,3.16275408823915
"21",4.2,3.36511540407459,3.19190134963908
"22",4.4,3.39312077080552,3.22336733903784
"23",4.6,3.4235916875949,3.25715205643525
"24",4.8,3.45652815444274,3.29325550183145
"25",5,3.49193017134902,3.33167767522637
"26",5.2,3.52979773831376,3.37241857661999
"27",5.4,3.57013085533695,3.41547820601242
"28",5.6,3.61292952241859,3.46085656340351
"29",5.8,3.65819373955867,3.5085536487933
"30",6,3.70592350675722,3.55856946218199
