"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,3.38524988796506,3.42744508033564
"2",0.4,3.3667071150259,3.40925533566966
"3",0.6,3.35048730993266,3.39334797066663
"4",0.8,3.33659047268535,3.37972298532652
"5",1,3.32501660328399,3.36838037964936
"6",1.2,3.31576570172854,3.35932015363513
"7",1.4,3.30883776801901,3.35254230728396
"8",1.6,3.30423280215543,3.34804684059554
"9",1.8,3.30195080413779,3.34583375357016
"10",2,3.30199177396606,3.34590304620766
"11",2.2,3.30435571164026,3.34825471850804
"12",2.4,3.30904261716041,3.35288877047147
"13",2.6,3.31605249052647,3.35980520209773
"14",2.8,3.32538533173847,3.36900401338702
"15",3,3.33704114079639,3.38048520433925
"16",3.2,3.35101991770025,3.39424877495436
"17",3.4,3.36732166245006,3.41029472523243
"18",3.6,3.38594637504577,3.42862305517332
"19",3.8,3.40689405548741,3.4492337647773
"20",4,3.43016470377499,3.47212685404416
"21",4.2,3.45575831990851,3.49730232297411
"22",4.4,3.48367490388795,3.52476017156673
"23",4.6,3.5139144557133,3.55450039982246
"24",4.8,3.54647697538461,3.58652300774109
"25",5,3.58136246290185,3.6208279953225
"26",5.2,3.61857091826502,3.65741536256703
"27",5.4,3.6581023414741,3.69628510947419
"28",5.6,3.69995673252913,3.73743723604463
"29",5.8,3.74413409143008,3.78087174227803
"30",6,3.79063441817698,3.82658862817424
