"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,3.34728998073713,3.51966998301833
"2",0.4,3.32635622737758,3.49168979149901
"3",0.6,3.30793019097009,3.46657224033057
"4",0.8,3.29201187151462,3.44431732951303
"5",1,3.2786012690112,3.42492505904635
"6",1.2,3.26769838345981,3.40839542893062
"7",1.4,3.25930321486044,3.3947284391657
"8",1.6,3.25341576321311,3.38392408975175
"9",1.8,3.25003602851783,3.37598238068868
"10",2,3.24916401077456,3.37090331197651
"11",2.2,3.25079970998334,3.36868688361522
"12",2.4,3.25494312614416,3.36933309560481
"13",2.6,3.26159425925699,3.37284194794535
"14",2.8,3.27075310932189,3.37921344063672
"15",3,3.2824196763388,3.388447573679
"16",3.2,3.29659396030775,3.40054434707216
"17",3.4,3.31327596122874,3.41550376081625
"18",3.6,3.33246567910176,3.43332581491122
"19",3.8,3.35416311392681,3.45401050935706
"20",4,3.37836826570389,3.47755784415385
"21",4.2,3.40508113443301,3.50396781930146
"22",4.4,3.43430172011418,3.53324043479997
"23",4.6,3.46603002274736,3.56537569064942
"24",4.8,3.50026604233259,3.60037358684979
"25",5,3.53700977886985,3.63823412340098
"26",5.2,3.57626123235915,3.67895730030307
"27",5.4,3.61802040280047,3.72254311755616
"28",5.6,3.66228729019384,3.76899157515999
"29",5.8,3.70906189453924,3.81830267311478
"30",6,3.75834421583668,3.8704764114205
