"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,3.3681548084665,3.60114572284975
"2",0.4,3.34881604818863,3.58600012753116
"3",0.6,3.33188016329176,3.57331473725411
"4",0.8,3.31734715377592,3.56308955201832
"5",1,3.30521701964109,3.55532457182393
"6",1.2,3.29548976088727,3.55001979667084
"7",1.4,3.28816537751448,3.54717522655908
"8",1.6,3.28324386952268,3.54679086148863
"9",1.8,3.28072523691191,3.54886670145968
"10",2,3.28060947968215,3.55340274647196
"11",2.2,3.2828965978334,3.56039899652578
"12",2.4,3.28758659136567,3.5698554516208
"13",2.6,3.29467946027896,3.58177211175732
"14",2.8,3.30417520457325,3.59614897693505
"15",3,3.31607382424857,3.61298604715402
"16",3.2,3.3303753193049,3.63228332241458
"17",3.4,3.34707968974223,3.65404080271641
"18",3.6,3.36618693556058,3.67825848805947
"19",3.8,3.38769705675995,3.70493637844404
"20",4,3.41161005334034,3.73407447386997
"21",4.2,3.43792592530173,3.76567277433706
"22",4.4,3.46664467264415,3.79973127984564
"23",4.6,3.49776629536758,3.83624999039571
"24",4.8,3.53129079347202,3.87522890598681
"25",5,3.56721816695747,3.91666802661953
"26",5.2,3.60554841582394,3.96056735229365
"27",5.4,3.64628154007142,4.00692688300926
"28",5.6,3.68941753969993,4.05574661876553
"29",5.8,3.73495641470944,4.10702655956387
"30",6,3.78289816509997,4.16076670540315
