"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,3.51734017693278,3.94975422667993
"2",0.4,3.48140355576076,3.90373394142778
"3",0.6,3.45028358507944,3.86272197350401
"4",0.8,3.42398026488883,3.82671832290847
"5",1,3.4024935951889,3.79572298964118
"6",1.2,3.38582357597969,3.76973597370227
"7",1.4,3.37397020726117,3.74875727509168
"8",1.6,3.36693348903333,3.73278689380941
"9",1.8,3.36471342129621,3.72182482985542
"10",2,3.36731000404978,3.71587108322972
"11",2.2,3.37472323729404,3.71492565393232
"12",2.4,3.38695312102902,3.71898854196328
"13",2.6,3.40399965525469,3.72805974732251
"14",2.8,3.42586283997106,3.74213927001007
"15",3,3.45254267517812,3.76122711002599
"16",3.2,3.48403916087588,3.78532326737012
"17",3.4,3.52035229706434,3.81442774204259
"18",3.6,3.56148208374351,3.84854053404336
"19",3.8,3.60742852091336,3.88766164337246
"20",4,3.65819160857392,3.93179107002985
"21",4.2,3.71377134672519,3.98092881401558
"22",4.4,3.77416773536713,4.03507487532963
"23",4.6,3.83938077449978,4.09422925397193
"24",4.8,3.90941046412313,4.15839194994259
"25",5,3.98425680423719,4.22756296324152
"26",5.2,4.06391979484195,4.30174229386878
"27",5.4,4.14839943593739,4.38092994182429
"28",5.6,4.23769572752352,4.46512590710822
"29",5.8,4.33180866960037,4.55433018972044
"30",6,4.43073826216791,4.64854278966095
