"","","Optimal","standard","diag","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X2","X2.1","X2.2","X2.3","X2.4","X2.5","X2.6","X2.7","X2.8","X2.9","X3"
"sd1",201301,0.0589497355622785,0.00777101892817342,-0.032868694785542,0.026942522749174,0.0316332455672378,0.0348024061889814,0.0372173091176326,0.0391617161316894,0.0408518274831517,0.0423220110743941,0.0436031208932219,0.0447777179596318,0.0458573610157545,0.0468693522264917,0.0478124529543397,0.0486965143831723,0.0495329983066103,0.0503208961423841,0.0510720403759621,0.0517948127065619,0.0524838464617798,0.0531412897412175,0.053774011020765,0.0543804257899463,0.0549663850165375,0.0555300587635001,0.0560706684742695,0.0565878717685353,0.0570876012001427,0.0575729595026413,0.058044332390448,0.058503570435414,0.0589497355622785
"sd2",201307,0.0538846623445246,0.000421231890833626,-0.0426066427491675,0.0231007178783845,0.0280243211777393,0.0315563801058154,0.0342633876595966,0.0363849208515079,0.0381811962641744,0.0397163728967106,0.0410101220167175,0.0421669925189488,0.0432003865722958,0.0441410414965014,0.0450018241742678,0.0457958232872346,0.046536592411747,0.0472191265610656,0.0478516762309009,0.0484464716227782,0.049002058516004,0.0495243609505558,0.0500195052107784,0.0504889137860571,0.0509379332803351,0.0513634608746282,0.0517691969803111,0.0521575530890143,0.0525292752989364,0.0528881089278225,0.0532324191728116,0.0535647735382102,0.0538846623445246
"sd1",201401,0.00694019470337226,-0.0428513784048233,-0.0346771374199886,-0.012794376160515,-0.011321151846907,-0.00919485033332986,-0.007263459092666,-0.00563032731359178,-0.00420859145995706,-0.00298519509041001,-0.00195642361375108,-0.00105728554420449,-0.000271182133266312,0.000431934024824288,0.00106555392148147,0.00164893907758954,0.00218577159422126,0.00267262316456275,0.00312007357846064,0.00353312391706506,0.00391392917267479,0.00426394031937911,0.00458906643649622,0.00489315491459528,0.00518064109871555,0.00544935865643659,0.00570034663728404,0.00593583431373844,0.00615877412389357,0.00636986624002403,0.00656837252527799,0.00675811327573687,0.00694019470337226
"sd2",201407,0.0221906404007585,-0.0431621983686817,-0.0024578221506115,-0.0167122331583896,-0.0108129727592451,-0.00624684678771449,-0.00262197840198566,0.000309086437364655,0.00276302951926433,0.00487202898947039,0.00665640276998487,0.00821796402073818,0.00959790308791502,0.0108332298448819,0.0119490187088685,0.0129727351109557,0.013907937408364,0.0147588151484388,0.0155393688533473,0.0162605026378635,0.0169252838650809,0.0175371243528075,0.018106027170636,0.0186370942770488,0.0191357630913632,0.019602338410733,0.0200400561264524,0.0204529988597567,0.0208411792632513,0.0212083901388579,0.0215538794151877,0.0218800237974872,0.0221906404007585
"sd1",201501,0.0294812485428863,-0.0538884804729378,-0.0469919182478416,-0.00470992239749014,0.00166626039492743,0.00607971446425465,0.00937488542165716,0.0119380284890307,0.0140296527493688,0.0157835349104941,0.0172300937722033,0.0184880232251984,0.0195901399779602,0.0205722771690351,0.0214549197932528,0.0222641404112471,0.0229991807880408,0.0236666013245494,0.024277980915076,0.0248431293009354,0.025363612570832,0.0258417612130984,0.0262865088863209,0.0267019018754261,0.0270924986309901,0.0274576373156685,0.0277980890175389,0.0281204032617004,0.0284238803693529,0.028711956419057,0.0289828566295697,0.0292380474359929,0.0294812485428863
"sd2",201507,0.0241477575601504,-0.0517531987987193,-0.0361957788164747,-0.0103562659657453,-0.00317054695076786,0.00145722598016643,0.00488226827046205,0.00757104064093212,0.00974334783718179,0.0115345608633238,0.0130130270851854,0.0142852239241448,0.0153812012119586,0.0163375930437643,0.0171859586538484,0.0179565692593277,0.0186467782677064,0.0192625250547091,0.0198183016746625,0.0203222612225303,0.0207789292244035,0.0211965950978653,0.0215803693109152,0.021933790015721,0.0222610971654121,0.0225616148736462,0.0228372197737249,0.0230976490344134,0.0233403809577729,0.0235660475921287,0.0237748355171674,0.0239678228763634,0.0241477575601504
"sd1",201601,0.00447551247670107,-0.0676149062587772,-0.0220587211842021,-0.0220879473760794,-0.0164979362269148,-0.0126409093103492,-0.00972281217423426,-0.00744111836388832,-0.00562640631825443,-0.00416726221963223,-0.0029859011450109,-0.00198107787576488,-0.00114149125504165,-0.000426180054987547,0.000197558232903879,0.000756398129078027,0.00124286009867325,0.00165938468972789,0.00202609970606108,0.00235187502567106,0.00263963927155692,0.00289552125159709,0.00312440722546338,0.00333116299901262,0.00352004136491537,0.00368797944058233,0.00383707896996694,0.00397451950034442,0.00409678561856719,0.00420803225402173,0.00430790054689202,0.00439592924910992,0.00447551247670107
"sd2",201607,-0.0033885535827528,-0.0927306452076952,-0.032758314035806,-0.0298194650224741,-0.0237737888694236,-0.0198309628188016,-0.0169506188764692,-0.0147498970216228,-0.0130502723765209,-0.0116931146427843,-0.0105862616287814,-0.00965064735987058,-0.00888123389142165,-0.00822012061052622,-0.0076418750859046,-0.0071221598077179,-0.00667251119415805,-0.00628763042430649,-0.00594412455195017,-0.00563132209441173,-0.00535074875453059,-0.005093598806769,-0.00486256101149337,-0.00465151844980248,-0.0044582948098087,-0.00428252534023483,-0.00412601999775563,-0.00398045858150839,-0.00384741311313389,-0.00372050384359707,-0.00360162027996018,-0.00349180315688939,-0.0033885535827528
"sd1",201701,0.00207291343839772,-0.0938654632839048,-0.0117007722827306,-0.0302403896887498,-0.0232844549995193,-0.0189029504373143,-0.0157195096182832,-0.0132671198739597,-0.0113427831819735,-0.0097758044080175,-0.00847043676184432,-0.00734167627535839,-0.00638586733033605,-0.00554570735292376,-0.00479747154437276,-0.00412206169614482,-0.00351786055314027,-0.00298016297509227,-0.00248677972644181,-0.00202571023823263,-0.00159438844271829,-0.00118637863146768,-0.000804353876178159,-0.000443577488781833,-0.000101421417377502,0.000220187972545367,0.000522065051155018,0.000810637902564234,0.00108292120950798,0.00134502159768403,0.0015979302928572,0.00184034675303279,0.00207291343839772
"sd2",201707,0.00676163992051797,-0.0487277897482271,-0.0122442560618828,-0.01814786242693,-0.0104121570617817,-0.00624259923103414,-0.00352811217705536,-0.00156351275505829,-0.000124545776807214,0.000971090101898742,0.0018418215459763,0.00256008809281582,0.00312912297257834,0.0036050943801769,0.00400693080839731,0.00435003980829291,0.00464538088172225,0.00489180665929117,0.00510950900494503,0.00531073552254277,0.00549515706285551,0.005666868776827,0.00582015196892271,0.00596117886048328,0.00609082651145511,0.00620509552189242,0.00630466714148017,0.00639597689785485,0.00647829643923783,0.00655656977982815,0.006630399102471,0.00669928308886138,0.00676163992051797
