"","listlambda","SRknown","SRunknown"
"1",0.01,0.627456910212568,0.592191753103122
"2",0.05,0.669562451982942,0.635091455207322
"3",0.1,0.699412854047519,0.666255835404597
"4",0.2,0.730868504577604,0.700764871235681
"5",0.4,0.757337828118912,0.73224884637621
"6",0.6,0.768496319304127,0.746698541481654
"7",0.8,0.774137878705414,0.754531753102057
"8",1,0.777200105024826,0.759115873282277
"9",1.2,0.778881734867604,0.761895572069677
"10",1.4,0.779761476589671,0.763593242428364
"11",1.6,0.780150178477668,0.764607403821668
"12",1.8,0.780227576561459,0.765173608163511
"13",2,0.780103318214937,0.765438398617911
"14",2.2,0.779847045248327,0.765496611119405
"15",2.4,0.779504379491224,0.765411559700185
"16",2.6,0.779105930021568,0.765226582398026
"17",2.8,0.778672612961672,0.764971948901325
"18",3,0.778218917074593,0.764669149763373
"19",3.2,0.777754973943153,0.764333644378019
"20",3.4,0.777287906504696,0.763976669137212
"21",3.6,0.776822728126821,0.763606454878465
"22",3.8,0.776362954117058,0.763229063168044
"23",4,0.775911024894186,0.762848970913118
"24",4.2,0.775468603257258,0.762469485399427
"25",4.4,0.77503678595704,0.762093042994833
"26",4.6,0.774616255995407,0.761721426749935
"27",4.8,0.774207393342142,0.761355926635676
"28",5,0.773810356106629,0.760997458678144
"29",5.2,0.773425140477645,0.760646654293538
"30",5.4,0.773051625249698,0.760303927786772
"31",5.6,0.772689605057851,0.759969527693604
"32",5.8,0.77233881527345,0.759643576063191
"33",6,0.771998950696769,0.759326098666728
