"","listlambda","SRknown","SRunknown","SRmaxlist"
"1",0.01,0.82129699646226,0.840927594569625,1.02274945024555
"2",0.05,0.840367866274691,0.857682842607018,1.02274945024555
"3",0.1,0.859759059721664,0.874499781799609,1.02274945024555
"4",0.2,0.888839912057287,0.899206641645159,1.02274945024555
"5",0.4,0.925639033703899,0.929413680664472,1.02274945024555
"6",0.6,0.948060122002276,0.947181740320718,1.02274945024555
"7",0.8,0.963082641864366,0.958818726867119,1.02274945024555
"8",1,0.973770696965709,0.966976964508249,1.02274945024555
"9",1.2,0.981703862604022,0.972974711577324,1.02274945024555
"10",1.4,0.987783068265726,0.977542505258171,1.02274945024555
"11",1.6,0.99255994597367,0.981117804279408,1.02274945024555
"12",1.8,0.996390702460674,0.983978299910019,1.02274945024555
"13",2,0.999515141040902,0.986308496748176,1.02274945024555
"14",2.2,1.00210023871772,0.988235574219539,1.02274945024555
"15",2.4,1.00426556019808,0.989849893476728,1.02274945024555
"16",2.6,1.00609876739685,0.991217309431399,1.02274945024555
"17",2.8,1.0076654480443,0.992386868158915,1.02274945024555
"18",3,1.00901554608357,0.993395786797927,1.02274945024555
"19",3.2,1.01018768564471,0.994272771213834,1.02274945024555
"20",3.4,1.01121214872842,0.995040283178831,1.02274945024555
"21",3.6,1.0121129691801,0.995716124572008,1.02274945024555
"22",3.8,1.01290943282917,0.996314566336421,1.02274945024555
"23",4,1.01361717019072,0.996847167228023,1.02274945024555
"24",4.2,1.01424896436647,0.997323376988122,1.02274945024555
"25",4.4,1.01481535650466,0.997750987035691,1.02274945024555
"26",4.6,1.01532510516077,0.998136471576312,1.02274945024555
"27",4.8,1.01578553875373,0.998485248809342,1.02274945024555
"28",5,1.01620282880256,0.998801883102099,1.02274945024555
"29",5.2,1.01658220377368,0.999090243019259,1.02274945024555
"30",5.4,1.01692811792629,0.999353625972216,1.02274945024555
"31",5.6,1.01724438571844,0.999594857368173,1.02274945024555
"32",5.8,1.01753428961418,0.999816370092815,1.02274945024555
"33",6,1.01780066717052,1.00002026869154,1.02274945024555
