"","listlambda","SRknown","SRunknown"
"1",0.01,0.492799430134976,0.488618341635966
"2",0.2,0.639825997376565,0.642091948970294
"3",0.4,0.684736580970304,0.687877822165656
"4",0.666666666666667,0.712633369610004,0.716481782723794
"5",1.33333333333333,0.739510398243999,0.74486854186628
"6",2,0.748845809479399,0.755419697094451
"7",2.66666666666667,0.752868015977805,0.760387455832333
"8",3.33333333333333,0.75472319335368,0.762981203130097
"9",4,0.755553767251191,0.764397493477554
"10",4.66666666666667,0.75585666672948,0.7651728128304
"11",5.33333333333333,0.755873906440614,0.765577255758343
"12",6,0.75573276738273,0.765758113503638
"13",6.66666666666667,0.7555039294082,0.765800525103258
"14",7.33333333333333,0.755228190772852,0.765755912672819
"15",8,0.754929736218345,0.765656399636551
"16",8.66666666666667,0.754623134321148,0.765522582931293
"17",9.33333333333333,0.754317209539806,0.765367933732018
"18",10,0.754017270222317,0.76520139175664
"19",10.6666666666667,0.753726432447644,0.765028946980391
"20",11.3333333333333,0.753446427770022,0.764854631781908
"21",12,0.753178106971122,0.764681158538812
"22",12.6666666666667,0.752921759897898,0.764510337984544
"23",13.3333333333333,0.752677321456303,0.764343358676464
"24",14,0.752444505739619,0.764180976593968
"25",14.6666666666667,0.752222894025025,0.764023645490989
"26",15.3333333333333,0.752011992734312,0.763871607543141
"27",16,0.75181127160602,0.763724956994066
"28",16.6666666666667,0.751620188704794,0.763583685201375
"29",17.3333333333333,0.751438206610645,0.763447712721489
"30",18,0.751264802668311,0.763316912270909
"31",18.6666666666667,0.751099475226331,0.763191125207904
"32",19.3333333333333,0.750941747169767,0.763070173376592
"33",20,0.750791167633763,0.762953867609631
