"","listlambda","SRknown","SRunknown"
"1",0.01,0.481651882708577,0.466366546622651
"2",0.2,0.63643452650917,0.620409509817267
"3",0.4,0.682869380511758,0.669607775576078
"4",0.666666666666667,0.711518543988069,0.700951318169472
"5",1.33333333333333,0.739211416883962,0.732519183731735
"6",2,0.74896776226713,0.744464560298918
"7",2.66666666666667,0.753248016149367,0.750198063956786
"8",3.33333333333333,0.755270318664622,0.753267442201903
"9",4,0.756212641755423,0.755004314788381
"10",4.66666666666667,0.756591870738946,0.756009001034424
"11",5.33333333333333,0.756661958849498,0.756585248729924
"12",6,0.756557650299004,0.756899550724731
"13",6.66666666666667,0.756354455287116,0.757048692640838
"14",7.33333333333333,0.756096389969368,0.757091517996814
"15",8,0.755809836205905,0.757065077045436
"16",8.66666666666667,0.755510894949442,0.756993353043107
"17",9.33333333333333,0.755209479391849,0.75689221521248
"18",10,0.754911684078079,0.756772346157823
"19",10.6666666666667,0.754621200996557,0.756641031781159
"20",11.3333333333333,0.754340188936019,0.756503287661087
"21",12,0.754069819184367,0.756362585595666
"22",12.6666666666667,0.753810624421442,0.756221332355101
"23",13.3333333333333,0.753562725154572,0.756081191067169
"24",14,0.753325978434315,0.755943300488748
"25",14.6666666666667,0.753100076396089,0.755808426744596
"26",15.3333333333333,0.752884611934474,0.755677069642301
"27",16,0.752679122579191,0.755549537970117
"28",16.6666666666667,0.752483119764434,0.755426003327681
"29",17.3333333333333,0.752296108229122,0.755306538918489
"30",18,0.752117598707114,0.755191147693171
"31",18.6666666666667,0.751947116036273,0.755079782878062
"32",19.3333333333333,0.751784204134263,0.754972363011592
"33",20,0.751628428833324,0.754868782988845
