"Rolling_time_month" "q_diag_month"
201301 0.98654974505826
201302 1.83655244520422
201303 0.932233764884901
201304 1.06721913134826
201305 0.822972285855709
201306 0.534020946354284
201307 1.17933338252545
201308 1.314096946098
201309 1.20236201658485
201310 0.649524652457939
201311 0.984891099823661
201312 1.41063916098116
201401 0.986804463128104
201402 1.33970253136311
201403 0.950037705990408
201404 0.994666860028331
201405 0.925808340896899
201406 1.19350919469942
201407 1.10660261197006
201408 1.05670853141278
201409 1.17245673762225
201410 0.973191625907513
201411 0.809885882229223
201412 0.740160069245318
201501 0.859418954784644
201502 0.611238948555743
201503 0.776080185773514
201504 0.465364386873845
201505 0.624554798727032
201506 0.552362910065761
201507 0.804598321006276
201508 0.515374869750033
201509 0.719010288678089
201510 0.666392328306486
201511 1.16756699603216
201512 0.71826488706535
201601 0.698720597360224
201602 0.547055396332152
201603 0.598458205164282
201604 0.511877720962812
201605 0.796705223451411
201606 0.621210366250712
201607 0.52305984412731
201608 0.714898664737758
201609 0.818695154468518
201610 0.433016065939178
201611 0.318042917156191
201612 0.672684755373273
201701 0.487191930554977
201702 0.705157486612654
201703 0.71505536166818
201704 0.416447756296144
201705 0.742735401105796
201706 0.576121271926836
201707 0.64587179719266
201708 0.666771801502177
201709 0.605094525402041
201710 0.322036113869863
201711 0.5524598391984
201712 0.449418470786459
201801 0.795129542495283
201802 0.454014622902682
201803 0.447337361602645
201804 0.578406187104556
201805 0.383954260289583
201806 0.61567782685556
201807 0.435899915401386
201808 0.599190448347103
201809 0.62068563272355
201810 0.432083858647222
201811 0.313960425216889
201812 0.480981133210793
201901 0.378363356153783
201902 0.46595835096684
201903 0.440670011796868
201904 0.483868626078436
201905 0.476785615446694
201906 0.464999677335239
201907 0.386292688938877
201908 0.547432342879481
201909 0.741112518554321
201910 0.29418781104027
201911 0.348947768856917
201912 0.357594763510516
202001 0.565560739271357
202002 0.503086253158899
202003 0.263753319480854
202004 0.338930334968543
202005 0.611657024505812
202006 0.440906546496088
202007 0.383880636005418
202008 0.479312264676165
202009 0.810832250506343
202010 0.387560752957061
202011 0.462601135833997
202012 0.330269899838083
202101 0.353249284670857
202102 0.287457915470993
202103 0.621108255722271
202104 0.514112473540284
202105 0.448642519106978
202106 0.264072541939929
202107 0.307372134655296
202108 0.559097629237594
202109 0.439578810234071
202110 0.342348381661885
202111 0.503636007330214
202112 0.314762529021937
202201 0.40392289607045
202202 0.378222511402757
202203 0.299783950096507
202204 0.493204333188234
202205 0.352159329934889
202206 0.378485935230745
202207 0.368298126159383
202208 0.506849374517662
202209 0.351867538070753
202210 0.289700907747438
202211 0.530830277548351
202212 0.478910486638031
202301 0.508076366152714
202302 0.399432582220744
202303 0.325966574604113
202304 0.351169201148376
202305 0.500711051083808
202306 0.534481182879748
