"Rolling_time_month" "q_id_month"
201301 0.6
201302 0.7
201303 0.7
201304 0.7
201305 0.6
201306 0.7
201307 0.8
201308 0.7
201309 0.9
201310 0.8
201311 0.7
201312 0.7
201401 0.7
201402 0.6
201403 0.6
201404 0.6
201405 0.6
201406 0.6
201407 0.6
201408 0.6
201409 0.6
201410 0.6
201411 0.6
201412 0.6
201501 0.6
201502 0.5
201503 0.5
201504 0.4
201505 0.4
201506 0.4
201507 0.5
201508 0.4
201509 0.5
201510 0.5
201511 0.5
201512 0.5
201601 0.5
201602 0.6
201603 0.6
201604 0.6
201605 0.6
201606 0.7
201607 0.7
201608 0.7
201609 0.7
201610 0.6
201611 0.5
201612 0.5
201701 0.5
201702 0.5
201703 0.6
201704 0.6
201705 0.6
201706 0.6
201707 0.6
201708 0.7
201709 0.6
201710 0.7
201711 0.6
201712 0.6
201801 0.7
201802 0.7
201803 0.7
201804 0.6
201805 0.6
201806 0.6
201807 0.7
201808 0.6
201809 0.5
201810 0.6
201811 0.5
201812 0.5
201901 0.6
201902 0.6
201903 0.7
201904 0.7
201905 0.7
201906 0.7
201907 0.7
201908 0.7
201909 0.8
201910 0.8
201911 1
201912 0.9
202001 0.9
202002 0.9
202003 0.7
202004 0.6
202005 0.5
202006 0.4
202007 0.4
202008 0.5
202009 0.6
202010 0.6
202011 0.7
202012 0.6
202101 0.6
202102 0.7
202103 0.8
202104 0.8
202105 0.7
202106 0.7
202107 0.7
202108 0.6
202109 0.7
202110 0.8
202111 0.8
202112 0.8
202201 0.7
202202 0.8
202203 0.9
202204 1.2
202205 1.3
202206 1.3
202207 1.1
202208 1
202209 1
202210 0.9
202211 0.9
202212 0.7
202301 0.8
202302 0.8
202303 0.7
202304 0.7
202305 0.8
202306 0.8
