"","","Optimal","standard","diag","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X2","X2.1","X2.2","X2.3","X2.4","X2.5","X2.6","X2.7","X2.8","X2.9","X3"
"1",201301,0.524164171125871,0.733651537941442,0,0.554587894112279,0.53483452540085,0.527942457387245,0.525323683194287,0.524634223525888,0.524955860482932,0.525853909790125,0.527096790419266,0.528550819112365,0.530134281576417,0.531795091479396,0.533499002462913,0.53522298137139,0.536951289192881,0.538673065450003,0.54038078735456,0.54206925827197,0.543734927292141,0.545375421911451,0.546989221304928,0.5485754243612,0.55013358280616,0.551663579782083,0.553165540640992,0.554639766867837,0.556086686804426,0.557506818703271,0.558900742913485,0.560269080885335,0.561612479302644
"2",201307,0.540074828180011,0.779136285579088,0,0.576203403136251,0.553995208612286,0.54558181751175,0.541934066196736,0.540512929407625,0.540297564531332,0.540794034297434,0.541733946885085,0.542959367470961,0.544371831836354,0.54590723450811,0.547522431999236,0.549187634485767,0.550881861835099,0.552590115266489,0.554301555109059,0.556008292036174,0.557704565024336,0.559386170186941,0.561050056464339,0.562694034741856,0.564316565576746,0.565916602343404,0.567493474048066,0.569046796929945,0.570576407209075,0.572082309541065,0.573564637255103,0.575023621511609,0.576459567267038
"3",201401,0.544908792266971,0.802456079758101,0,0.581417782159242,0.558254005375794,0.549680094726105,0.5460604561591,0.544725565358807,0.544614440203223,0.545218596027891,0.546263976056839,0.547590453088004,0.549098824935521,0.550724875729148,0.552425618854049,0.55417152577844,0.555941907550731,0.557722052943146,0.559501392151071,0.561272283236396,0.563029189623869,0.564768110375364,0.566486178033237,0.568181370031869,0.569852298597199,0.571498055838895,0.573118098258931,0.574712159802298,0.576280185834247,0.577822282633256,0.579338678504665,0.580829693677509,0.582295716894817
"4",201407,0.541158363823249,0.814690958273809,0,0.586164990599317,0.560069455795681,0.549442190217524,0.544284495936366,0.541742933114853,0.54065350503486,0.540444681929688,0.540801235549624,0.541534811046454,0.542526107486793,0.543696158120893,0.544990877508944,0.54637221001553,0.547812797787289,0.549292633147305,0.550796882947277,0.552314432582873,0.553836886882118,0.555357869481091,0.55687252214444,0.5583771409922,0.559868908305198,0.561345692218182,0.562805895382108,0.564248339442148,0.565672176040784,0.567076817689003,0.568461883673127,0.569827157447283,0.571172552874949
"5",201501,0.525317908716774,0.837522956219266,0,0.581596486643301,0.551093815325555,0.53797543991636,0.531099456318335,0.527260996460244,0.525139342050065,0.524079195858998,0.5237152858405,0.523826990817804,0.524273014923296,0.524958749459207,0.525818608995356,0.52680585389014,0.52788642309541,0.529035038874063,0.530232659708254,0.531464765114481,0.532720171192702,0.53399019465363,0.53526805146427,0.536548416970655,0.537827099344115,0.539100793948029,0.540366896390786,0.541623358738045,0.542868577868081,0.544101308041114,0.545320591900229,0.546525705636279,0.5477161151323
"6",201507,0.558075121096571,0.872972243995844,0,0.612358180756598,0.582398686624281,0.569720787778377,0.563135179186239,0.559466504680041,0.557424535404787,0.556377751394104,0.555978507575496,0.556019149577664,0.556367959606916,0.556937457174262,0.557667404399848,0.558515103101941,0.559449565989888,0.560447864942579,0.561492761099892,0.562571119967864,0.563672823774367,0.564790008130231,0.565916515668684,0.567047498156109,0.568179122243487,0.569308348863581,0.570432765802171,0.571550459218889,0.572659914072458,0.573759936251276,0.574849591180124,0.575928155057686,0.576995075864986
"7",201601,0.540144959890022,0.864841965717098,0,0.60006275669187,0.568018971138576,0.553874417677125,0.546164650903366,0.54159140653918,0.538794892374146,0.53710095430427,0.536134407612957,0.535669048235404,0.535560216982752,0.535711127886618,0.53605467369087,0.536542966488896,0.537141016931619,0.537822753653924,0.538568428150114,0.539362872247494,0.540194297949385,0.541053452347631,0.541933010895427,0.542827134274467,0.543731139771461,0.544641254227384,0.54555442602141,0.546468180392256,0.547380506987755,0.548289771665214,0.549194646737207,0.550094055386353,0.550987127063236
"8",201607,0.523732814011323,0.830759108649695,0,0.57687103758997,0.54710855157888,0.534676953458074,0.528262681804636,0.524695157499875,0.522696667784783,0.52164610522164,0.521203985184025,0.521169143383718,0.521415126510264,0.521858790012615,0.522443506290702,0.523129607063463,0.523888663140848,0.524699916521656,0.525547976693809,0.526421288888099,0.527311089595107,0.528210678581284,0.529114901686036,0.530019777113828,0.530922221336541,0.531819845354896,0.532710801438507,0.533593666594228,0.534467353100324,0.535331039218092,0.536184115105252,0.537026140293442,0.537856810040837
"9",201701,0.532966919882033,0.848536670812184,0,0.592900531030054,0.561658738764793,0.547988695674236,0.540569852803247,0.536179895995835,0.533497685049184,0.531870103052436,0.530934418599841,0.5304724134687,0.53034491903112,0.530459147018048,0.530751035506471,0.531175098122458,0.531698289329887,0.532296142058104,0.532950251379556,0.533646586874192,0.534374332215653,0.535125069831898,0.535892197075124,0.536670501123914,0.537455844835385,0.538244931492713,0.539035126525978,0.539824320951702,0.540610825748306,0.541393289436217,0.542170633246768,0.542941999751728,0.54370671188548
"10",201707,0.780249121029958,1.10074400774558,0,0.821537807494057,0.794113121353891,0.784757305467077,0.781141888694039,0.780020824044285,0.780166037804624,0.781014708238088,0.782275555777773,0.783784658584612,0.785444018726441,0.787192372460826,0.788990124981028,0.790811052660328,0.792637486914757,0.794457396016602,0.796262552473452,0.798047346951306,0.799808000772967,0.801542031520376,0.80324788354797,0.804924668381279,0.806571979789737,0.808189760492261,0.80977820511445,0.811337688945534,0.812868715278545,0.814371876278941,0.815847823795015,0.81729724753515,0.818720858743636
