"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,2.88018876274126,2.91722370276373
"2",0.4,2.85019700164797,2.88468550657637
"3",0.6,2.82356357039954,2.85567429583584
"4",0.8,2.80028846899599,2.83019007054214
"5",1,2.78037169743732,2.80823283069526
"6",1.2,2.76381325572352,2.78980257629521
"7",1.4,2.75061314385459,2.77489930734198
"8",1.6,2.74077136183053,2.76352302383559
"9",1.8,2.73428790965135,2.75567372577603
"10",2,2.73116278731703,2.7513514131633
"11",2.2,2.73139599482759,2.75055608599739
"12",2.4,2.73498753218303,2.7532877442783
"13",2.6,2.74193739938333,2.75954638800605
"14",2.8,2.75224559642851,2.76933201718062
"15",3,2.76591212331856,2.78264463180203
"16",3.2,2.78293698005348,2.79948423187026
"17",3.4,2.80332016663328,2.81985081738532
"18",3.6,2.82706168305794,2.8437443883472
"19",3.8,2.85416152932749,2.87116494475591
"20",4,2.8846197054419,2.90211248661145
"21",4.2,2.91843621140119,2.93658701391383
"22",4.4,2.95561104720535,2.97458852666303
"23",4.6,2.99614421285438,3.01611702485905
"24",4.8,3.04003570834829,3.06117250850191
"25",5,3.08728553368706,3.10975497759159
"26",5.2,3.13789368887071,3.1618644321281
"27",5.4,3.19186017389924,3.21750087211143
"28",5.6,3.24918498877264,3.27666429754158
"29",5.8,3.3098681334909,3.33935470841859
"30",6,3.37390960805405,3.4055721047424
