"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,2.82802198441319,2.82013805474655
"2",0.4,2.79396170458566,2.78712283027718
"3",0.6,2.76367396232474,2.75796435322945
"4",0.8,2.73715875763047,2.73266262360334
"5",1,2.71441609050285,2.71121764139889
"6",1.2,2.69544596094185,2.69362940661605
"7",1.4,2.6802483689475,2.67989791925486
"8",1.6,2.66882331451979,2.6700231793153
"9",1.8,2.6611707976587,2.66400518679738
"10",2,2.65729081836426,2.66184394170109
"11",2.2,2.65718337663645,2.66353944402643
"12",2.4,2.66084847247529,2.66909169377341
"13",2.6,2.66828610588076,2.67850069094203
"14",2.8,2.67949627685287,2.69176643553228
"15",3,2.69447898539162,2.70888892754416
"16",3.2,2.713234231497,2.72986816697768
"17",3.4,2.73576201516903,2.75470415383283
"18",3.6,2.76206233640768,2.78339688810962
"19",3.8,2.79213519521298,2.81594636980805
"20",4,2.82598059158492,2.8523525989281
"21",4.2,2.86359852552349,2.8926155754698
"22",4.4,2.9049889970287,2.93673529943312
"23",4.6,2.95015200610055,2.98471177081809
"24",4.8,2.99908755273904,3.03654498962468
"25",5,3.05179563694416,3.09223495585292
"26",5.2,3.10827625871592,3.15178166950279
"27",5.4,3.16852941805432,3.21518513057429
"28",5.6,3.23255511495936,3.28244533906742
"29",5.8,3.30035334943104,3.3535622949822
"30",6,3.37192412146935,3.4285359983186
