"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,3.03483653085426,2.86417742729666
"2",0.4,2.96673553889585,2.81026859397605
"3",0.6,2.90672728184496,2.76304975491281
"4",0.8,2.8548117597016,2.72252091010694
"5",1,2.81098897246576,2.68868205955844
"6",1.2,2.77525892013744,2.66153320326731
"7",1.4,2.74762160271664,2.64107434123354
"8",1.6,2.72807702020337,2.62730547345715
"9",1.8,2.71662517259762,2.62022659993812
"10",2,2.71326605989939,2.61983772067646
"11",2.2,2.71799968210868,2.62613883567218
"12",2.4,2.7308260392255,2.63912994492526
"13",2.6,2.75174513124984,2.65881104843571
"14",2.8,2.7807569581817,2.68518214620353
"15",3,2.81786152002109,2.71824323822872
"16",3.2,2.863058816768,2.75799432451128
"17",3.4,2.91634884842242,2.8044354050512
"18",3.6,2.97773161498438,2.85756647984851
"19",3.8,3.04720711645385,2.91738754890317
"20",4,3.12477535283085,2.9838986122152
"21",4.2,3.21043632411537,3.05709966978461
"22",4.4,3.30419003030741,3.13699072161138
"23",4.6,3.40603647140698,3.22357176769552
"24",4.8,3.51597564741407,3.31684280803704
"25",5,3.63400755832868,3.41680384263591
"26",5.2,3.76013220415081,3.52345487149216
"27",5.4,3.89434958488047,3.63679589460578
"28",5.6,4.03665970051764,3.75682691197676
"29",5.8,4.18706255106234,3.88354792360512
"30",6,4.34555813651457,4.01695892949085
