"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,2.81091462055802,2.59014709976107
"2",0.4,2.78258507397547,2.56707168467607
"3",0.6,2.75766395631962,2.54717665207125
"4",0.8,2.73615126759048,2.53046200194663
"5",1,2.71804700778805,2.51692773430218
"6",1.2,2.70335117691231,2.50657384913793
"7",1.4,2.69206377496328,2.49940034645386
"8",1.6,2.68418480194095,2.49540722624998
"9",1.8,2.67971425784533,2.49459448852628
"10",2,2.67865214267641,2.49696213328278
"11",2.2,2.6809984564342,2.50251016051946
"12",2.4,2.68675319911869,2.51123857023633
"13",2.6,2.69591637072988,2.52314736243339
"14",2.8,2.70848797126778,2.53823653711063
"15",3,2.72446800073238,2.55650609426806
"16",3.2,2.74385645912369,2.57795603390568
"17",3.4,2.7666533464417,2.60258635602348
"18",3.6,2.79285866268642,2.63039706062148
"19",3.8,2.82247240785783,2.66138814769966
"20",4,2.85549458195596,2.69555961725802
"21",4.2,2.89192518498079,2.73291146929658
"22",4.4,2.93176421693232,2.77344370381532
"23",4.6,2.97501167781055,2.81715632081425
"24",4.8,3.02166756761549,2.86404932029335
"25",5,3.07173188634713,2.91412270225266
"26",5.2,3.12520463400549,2.96737646669214
"27",5.4,3.18208581059054,3.02381061361184
"28",5.6,3.2423754161023,3.08342514301169
"29",5.8,3.30607345054075,3.14622005489172
"30",6,3.37317991390592,3.21219534925197
