"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,2.80156280775896,2.74241709179897
"2",0.4,2.77338506029387,2.71402548539015
"3",0.6,2.74853593878032,2.68907931907422
"4",0.8,2.72701544321829,2.66757859285117
"5",1,2.70882357360779,2.64952330672102
"6",1.2,2.69396032994882,2.63491346068375
"7",1.4,2.68242571224137,2.62374905473938
"8",1.6,2.67421972048546,2.61603008888789
"9",1.8,2.66934235468108,2.6117565631293
"10",2,2.66779361482822,2.61092847746359
"11",2.2,2.66957350092689,2.61354583189077
"12",2.4,2.6746820129771,2.61960862641085
"13",2.6,2.68311915097882,2.62911686102381
"14",2.8,2.69488491493209,2.64207053572966
"15",3,2.70997930483687,2.6584696505284
"16",3.2,2.7284023206932,2.67831420542004
"17",3.4,2.75015396250103,2.70160420040455
"18",3.6,2.77523423026041,2.72833963548197
"19",3.8,2.80364312397131,2.75852051065227
"20",4,2.83538064363374,2.79214682591545
"21",4.2,2.87044678924771,2.82921858127154
"22",4.4,2.9088415608132,2.86973577672051
"23",4.6,2.95056495833021,2.91369841226237
"24",4.8,2.99561698179876,2.96110648789712
"25",5,3.04399763121884,3.01196000362476
"26",5.2,3.09570690659043,3.06625895944529
"27",5.4,3.15074480791357,3.12400335535871
"28",5.6,3.20911133518823,3.18519319136502
"29",5.8,3.27080648841442,3.24982846746421
"30",6,3.33583026759213,3.3179091836563
