"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,2.87293900885214,3.1079907604042
"2",0.4,2.83752657901051,3.07979130733839
"3",0.6,2.8060382933749,3.05504442314188
"4",0.8,2.77847415194531,3.03375010781466
"5",1,2.75483415472174,3.01590836135671
"6",1.2,2.73511830170418,3.00151918376806
"7",1.4,2.71932659289265,2.9905825750487
"8",1.6,2.70745902828713,2.98309853519862
"9",1.8,2.69951560788762,2.97906706421784
"10",2,2.69549633169414,2.97848816210633
"11",2.2,2.69540119970667,2.98136182886412
"12",2.4,2.69923021192522,2.98768806449119
"13",2.6,2.70698336834978,2.99746686898755
"14",2.8,2.71866066898037,3.0106982423532
"15",3,2.73426211381697,3.02738218458814
"16",3.2,2.75378770285958,3.04751869569236
"17",3.4,2.77723743610821,3.07110777566588
"18",3.6,2.80461131356287,3.09814942450867
"19",3.8,2.83590933522355,3.12864364222077
"20",4,2.87113150109023,3.16259042880214
"21",4.2,2.91027781116293,3.1999897842528
"22",4.4,2.95334826544165,3.24084170857276
"23",4.6,3.0003428639264,3.28514620176199
"24",4.8,3.05126160661715,3.33290326382052
"25",5,3.10610449351392,3.38411289474834
"26",5.2,3.16487152461672,3.43877509454544
"27",5.4,3.22756269992552,3.49688986321183
"28",5.6,3.29417801944035,3.55845720074751
"29",5.8,3.36471748316119,3.62347710715247
"30",6,3.43918109108805,3.69194958242673
