"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,3.17699891461906,3.09809950840218
"2",0.4,3.10785389726186,3.03130649957009
"3",0.6,3.04726954451536,2.97315897450476
"4",0.8,2.99524585637955,2.9236569332062
"5",1,2.95178283285443,2.88280037567441
"6",1.2,2.91688047394001,2.85058930190938
"7",1.4,2.89053877963629,2.82702371191112
"8",1.6,2.87275774994325,2.81210360567963
"9",1.8,2.86353738486091,2.8058289832149
"10",2,2.86287768438927,2.80819984451694
"11",2.2,2.87077864852831,2.81921618958575
"12",2.4,2.88724027727806,2.83887801842132
"13",2.6,2.91226257063849,2.86718533102366
"14",2.8,2.94584552860962,2.90413812739277
"15",3,2.98798915119144,2.94973640752865
"16",3.2,3.03869343838396,3.00398017143129
"17",3.4,3.09795839018717,3.0668694191007
"18",3.6,3.16578400660107,3.13840415053688
"19",3.8,3.24217028762567,3.21858436573982
"20",4,3.32711723326096,3.30741006470953
"21",4.2,3.42062484350695,3.40488124744601
"22",4.4,3.52269311836363,3.51099791394926
"23",4.6,3.63332205783101,3.62576006421927
"24",4.8,3.75251166190907,3.74916769825605
"25",5,3.88026193059783,3.88122081605958
"26",5.2,4.01657286389728,4.0219194176299
"27",5.4,4.16144446180743,4.17126350296698
"28",5.6,4.31487672432828,4.32925307207083
"29",5.8,4.47686965145981,4.49588812494145
"30",6,4.64742324320203,4.67116866157881
