"","mulist","diag.sigma_0.","diag.hatsigma_0."
"1",0.2,2.81363258850931,2.59551559264649
"2",0.4,2.78319221950247,2.57616470848901
"3",0.6,2.75613548222778,2.5604650137925
"4",0.8,2.73246237668524,2.54841650855697
"5",1,2.71217290287485,2.54001919278238
"6",1.2,2.6952670607966,2.53527306646875
"7",1.4,2.68174485045051,2.53417812961609
"8",1.6,2.67160627183655,2.53673438222438
"9",1.8,2.66485132495475,2.54294182429364
"10",2,2.6614800098051,2.55280045582386
"11",2.2,2.66149232638759,2.56631027681503
"12",2.4,2.66488827470223,2.58347128726717
"13",2.6,2.67166785474902,2.60428348718027
"14",2.8,2.68183106652796,2.62874687655433
"15",3,2.69537791003903,2.65686145538936
"16",3.2,2.71230838528226,2.68862722368533
"17",3.4,2.73262249225764,2.72404418144228
"18",3.6,2.75632023096516,2.76311232866018
"19",3.8,2.78340160140484,2.80583166533904
"20",4,2.81386660357666,2.85220219147886
"21",4.2,2.84771523748062,2.90222390707964
"22",4.4,2.88494750311674,2.95589681214139
"23",4.6,2.92556340048501,3.0132209066641
"24",4.8,2.96956292958541,3.07419619064777
"25",5,3.01694609041797,3.1388226640924
"26",5.2,3.06771288298267,3.20710032699797
"27",5.4,3.12186330727953,3.27902917936452
"28",5.6,3.17939736330852,3.35460922119204
"29",5.8,3.24031505106967,3.43384045248051
"30",6,3.30461637056297,3.51672287322993
