"Rolling_time_month" "q_id_month"
201301 0.7
201302 0.7
201303 0.6
201304 0.6
201305 0.6
201306 0.6
201307 0.6
201308 0.6
201309 0.9
201310 0.6
201311 0.6
201312 0.7
201401 0.5
201402 0.6
201403 0.6
201404 0.8
201405 0.7
201406 0.8
201407 0.6
201408 0.6
201409 0.5
201410 0.5
201411 0.4
201412 0.6
201501 0.6
201502 0.5
201503 0.5
201504 0.6
201505 0.5
201506 0.6
201507 0.6
201508 0.5
201509 0.5
201510 0.5
201511 0.7
201512 0.6
201601 0.6
201602 0.4
201603 0.8
201604 0.4
201605 0.5
201606 0.5
201607 0.4
201608 0.6
201609 0.6
201610 0.5
201611 0.4
201612 0.5
201701 0.5
201702 0.4
201703 0.5
201704 0.4
201705 0.6
201706 0.6
201707 0.5
201708 0.4
201709 0.4
201710 0.3
201711 0.4
201712 0.3
201801 0.5
201802 0.5
201803 0.5
201804 0.4
201805 0.4
201806 0.4
201807 0.4
201808 0.4
201809 0.4
201810 0.5
201811 0.3
201812 0.4
201901 0.3
201902 0.3
201903 0.5
201904 0.5
201905 0.5
201906 0.4
201907 0.4
201908 0.4
201909 0.4
201910 0.5
201911 0.4
201912 0.5
202001 0.5
202002 0.4
202003 0.3
202004 0.4
202005 0.4
202006 0.4
202007 0.4
202008 0.3
202009 0.4
202010 0.3
202011 0.4
202012 0.3
202101 0.3
202102 0.3
202103 0.3
202104 0.3
202105 0.5
202106 0.4
202107 0.4
202108 0.4
202109 0.3
202110 0.5
202111 0.4
202112 0.6
202201 0.3
202202 0.4
202203 0.3
202204 0.4
202205 0.3
202206 0.3
202207 0.4
202208 0.4
202209 0.4
202210 0.3
202211 0.4
202212 0.3
202301 0.5
202302 0.4
202303 0.5
202304 0.3
202305 0.4
202306 0.5
