"","listlambda","SRknown","SRunknown"
"1",0.01,0.668403994087621,0.753363400190881
"2",0.05,0.71993285826396,0.801190388612144
"3",0.1,0.756626195915998,0.832477578692573
"4",0.2,0.794778551947984,0.862786994561203
"5",0.4,0.825768300970025,0.885408549178514
"6",0.6,0.838215307075261,0.893224329875673
"7",0.8,0.844205865170637,0.8960880039503
"8",1,0.847265856373915,0.896828098730992
"9",1.2,0.84880223631637,0.896550329983962
"10",1.4,0.849480585722613,0.895760824368119
"11",1.6,0.849651271078441,0.894714435004961
"12",1.8,0.84951266809454,0.893547592908826
"13",2,0.849183119647671,0.892336203988427
"14",2.2,0.848735995709797,0.891123370121969
"15",2.4,0.848218103957919,0.889933626337956
"16",2.6,0.847659936918311,0.888780659259905
"17",2.8,0.847081646914669,0.887671673600735
"18",3,0.846496664700535,0.886609947503577
"19",3.2,0.845913961063087,0.885596368785954
"20",3.4,0.845339498099714,0.884630378203445
"21",3.6,0.844777181533623,0.883710557903532
"22",3.8,0.844229497594431,0.882835002576531
"23",4,0.843697945890556,0.88200155492391
"24",4.2,0.84318333769486,0.881207955058806
"25",4.4,0.842686003886519,0.880451934622714
"26",4.6,0.842205941316265,0.879731275057792
"27",4.8,0.84174291663587,0.879043842496405
"28",5,0.841296540396712,0.878387607358228
"29",5.2,0.840866320152139,0.877760653962656
"30",5.4,0.840451698598336,0.877161183667546
"31",5.6,0.840052080971334,0.876587513870951
"32",5.8,0.839666854678143,0.876038074436665
"33",6,0.839295403284466,0.875511402587107
