"","listlambda","SRknown","SRunknown"
"1",0.01,0.636096924468789,0.658534294620087
"2",0.2,0.820915757133014,0.820672051523232
"3",0.4,0.880763592676693,0.87527970038301
"4",0.666666666666667,0.917856439404687,0.911489254647285
"5",1.33333333333333,0.953352098812444,0.948055844538393
"6",2,0.965636152969307,0.961159604169372
"7",2.66666666666667,0.97092798832826,0.966897252188347
"8",3.33333333333333,0.973368556115904,0.969584651778152
"9",4,0.974459157879373,0.970816339070032
"10",4.66666666666667,0.974853222666496,0.971292639398222
"11",5.33333333333333,0.97486940462817,0.971356833351364
"12",6,0.974675544276145,0.971190364857543
"13",6.66666666666667,0.97436498587114,0.970894439777943
"14",7.33333333333333,0.973991690256597,0.970527738647111
"15",8,0.973587692164943,0.970125220390698
"16",8.66666666666667,0.973172318644654,0.969708071153936
"17",9.33333333333333,0.972757296520872,0.969289224546198
"18",10,0.972349694753777,0.9688765457644
"19",10.6666666666667,0.971953674690949,0.968474727920615
"20",11.3333333333333,0.971571559119256,0.968086451782473
"21",12,0.971204499659985,0.967713110824357
"22",12.6666666666667,0.970852900926028,0.967355272811178
"23",13.3333333333333,0.970516693974283,0.967012977993949
"24",14,0.970195514540108,0.96668593396664
"25",14.6666666666667,0.96988882009735,0.96637364405099
"26",15.3333333333333,0.969595967054946,0.966075492303648
"27",16,0.969316261668023,0.965790799871296
"28",16.6666666666667,0.969048993449483,0.965518862231091
"29",17.3333333333333,0.968793456844823,0.965258973578626
"30",18,0.968548964995001,0.965010442524834
"31",18.6666666666667,0.968314858151625,0.964772601896037
"32",19.3333333333333,0.968090508478645,0.964544814530026
"33",20,0.967875322421467,0.964326476359866
